ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
84349,Delhi,Dwarka,Locality_319,Independent House,1,1222,155.07,0.13,2021,Furnished,5,16,4,8,6,Medium,Yes,No,"Clubhouse, Garden, Gym, Playground, Pool",East,Broker,Ready_to_Move
84350,West Bengal,Durgapur,Locality_334,Apartment,2,3863,287.93,0.07,2020,Unfurnished,3,7,5,4,5,Low,No,No,"Pool, Garden, Clubhouse, Playground, Gym",South,Builder,Ready_to_Move
84351,Odisha,Bhubaneswar,Locality_32,Villa,5,3841,28.61,0.01,2014,Furnished,30,12,11,9,7,Low,Yes,No,"Clubhouse, Playground",East,Broker,Ready_to_Move
84352,Karnataka,Mangalore,Locality_188,Villa,2,4323,393.8,0.09,1990,Unfurnished,14,8,35,1,4,Low,No,No,Garden,East,Builder,Ready_to_Move
84353,Telangana,Hyderabad,Locality_47,Independent House,1,4701,374.61,0.08,1995,Unfurnished,28,18,30,8,8,Medium,Yes,Yes,"Garden, Clubhouse, Pool, Playground, Gym",South,Broker,Under_Construction
84354,Kerala,Kochi,Locality_236,Independent House,2,4454,175.94,0.04,1993,Semi-furnished,30,29,32,2,5,Low,Yes,No,"Garden, Playground, Pool, Clubhouse, Gym",South,Owner,Ready_to_Move
84355,Haryana,Gurgaon,Locality_256,Independent House,3,2127,440.17,0.21,2003,Semi-furnished,1,20,22,4,9,Low,Yes,No,Gym,East,Broker,Under_Construction
84356,Kerala,Trivandrum,Locality_112,Independent House,4,3306,197.18,0.06,1999,Unfurnished,11,16,26,10,10,Medium,Yes,No,"Garden, Clubhouse, Gym, Pool, Playground",West,Owner,Ready_to_Move
84357,Odisha,Cuttack,Locality_93,Villa,5,1662,82.39,0.05,2000,Semi-furnished,13,28,25,2,7,Medium,No,No,"Clubhouse, Playground, Pool",East,Builder,Ready_to_Move
84358,Assam,Guwahati,Locality_50,Independent House,1,964,217.68,0.23,1999,Unfurnished,22,5,26,7,9,Low,No,Yes,"Gym, Garden",West,Broker,Under_Construction
84359,Uttar Pradesh,Noida,Locality_6,Villa,1,4157,296.91,0.07,1991,Unfurnished,0,21,34,7,8,Low,Yes,No,Gym,East,Broker,Under_Construction
84360,Jharkhand,Jamshedpur,Locality_202,Apartment,4,3865,470.08,0.12,2012,Semi-furnished,13,11,13,5,1,Low,No,Yes,"Playground, Clubhouse",North,Builder,Under_Construction
84361,Jharkhand,Jamshedpur,Locality_276,Apartment,2,1729,140.72,0.08,2023,Furnished,28,28,2,5,4,Low,No,No,"Garden, Pool",West,Broker,Ready_to_Move
84362,Maharashtra,Mumbai,Locality_152,Villa,3,2015,435.49,0.22,1990,Semi-furnished,4,12,35,7,8,Low,Yes,No,Clubhouse,West,Owner,Under_Construction
84363,Punjab,Amritsar,Locality_241,Apartment,1,4293,254.96,0.06,1994,Semi-furnished,30,30,31,3,1,Low,No,No,"Clubhouse, Playground, Gym",West,Builder,Under_Construction
84364,Jharkhand,Jamshedpur,Locality_457,Independent House,1,4451,402.37,0.09,2004,Furnished,14,13,21,1,10,High,No,Yes,"Clubhouse, Gym, Pool, Playground, Garden",North,Broker,Ready_to_Move
84365,Odisha,Bhubaneswar,Locality_296,Apartment,1,2368,339.86,0.14,2010,Furnished,11,17,15,2,6,Medium,No,Yes,"Playground, Pool, Garden, Clubhouse",West,Builder,Ready_to_Move
84366,Uttarakhand,Dehradun,Locality_327,Villa,2,1430,255.94,0.18,2017,Furnished,15,3,8,8,9,High,No,Yes,"Pool, Gym, Garden",West,Builder,Ready_to_Move
84367,Delhi,Dwarka,Locality_27,Villa,2,1650,350.19,0.21,1996,Furnished,6,11,29,1,1,High,Yes,Yes,"Gym, Playground, Garden, Pool, Clubhouse",North,Owner,Under_Construction
84368,Maharashtra,Mumbai,Locality_40,Independent House,1,4745,377.29,0.08,2019,Semi-furnished,21,16,6,8,1,Medium,Yes,Yes,"Gym, Garden, Pool, Playground",West,Broker,Under_Construction
84369,Rajasthan,Jodhpur,Locality_481,Villa,3,2967,231.38,0.08,2006,Furnished,26,17,19,3,3,Medium,No,Yes,"Gym, Playground, Pool",East,Broker,Under_Construction
84370,Karnataka,Mangalore,Locality_135,Villa,3,3093,98.66,0.03,2018,Furnished,13,11,7,3,5,Low,No,No,"Garden, Pool, Playground, Gym",East,Broker,Ready_to_Move
84371,Uttar Pradesh,Lucknow,Locality_452,Apartment,3,2565,274.0,0.11,2000,Furnished,14,8,25,9,1,High,Yes,No,"Clubhouse, Playground, Garden, Gym, Pool",North,Broker,Ready_to_Move
84372,Rajasthan,Jodhpur,Locality_236,Villa,3,1878,306.28,0.16,2006,Furnished,12,12,19,9,7,Low,No,No,"Garden, Pool",South,Owner,Ready_to_Move
84373,Odisha,Cuttack,Locality_315,Apartment,3,4980,357.47,0.07,2008,Unfurnished,26,22,17,4,5,High,Yes,Yes,"Pool, Garden, Gym, Playground",South,Broker,Under_Construction
84374,Jharkhand,Ranchi,Locality_49,Villa,5,4567,324.52,0.07,2006,Furnished,5,27,19,4,8,Low,No,Yes,Pool,South,Builder,Under_Construction
84375,Uttarakhand,Haridwar,Locality_319,Apartment,1,1703,62.2,0.04,2003,Semi-furnished,16,26,22,2,10,Low,No,No,"Clubhouse, Pool, Gym, Playground",South,Owner,Under_Construction
84376,Tamil Nadu,Chennai,Locality_322,Villa,4,1790,213.93,0.12,2009,Furnished,16,3,16,8,9,Low,No,No,Pool,East,Builder,Ready_to_Move
84377,Andhra Pradesh,Vijayawada,Locality_485,Independent House,4,1928,413.9,0.21,2005,Furnished,1,4,20,5,6,Medium,Yes,No,"Pool, Garden, Playground, Gym, Clubhouse",East,Builder,Under_Construction
84378,Delhi,New Delhi,Locality_48,Apartment,3,998,393.33,0.39,2022,Furnished,15,9,3,8,8,Low,No,No,"Pool, Clubhouse, Garden, Gym, Playground",North,Builder,Under_Construction
84379,Assam,Guwahati,Locality_294,Apartment,4,2061,319.32,0.15,1991,Unfurnished,22,1,34,3,10,Medium,No,No,"Clubhouse, Pool, Playground",East,Broker,Ready_to_Move
84380,Haryana,Gurgaon,Locality_109,Independent House,2,4858,203.12,0.04,2014,Furnished,15,5,11,7,2,High,No,No,"Gym, Pool, Playground",North,Broker,Ready_to_Move
84381,Maharashtra,Mumbai,Locality_46,Independent House,4,2844,116.17,0.04,2019,Unfurnished,7,1,6,3,1,High,Yes,No,"Pool, Clubhouse",East,Builder,Ready_to_Move
84382,Gujarat,Surat,Locality_15,Villa,1,3375,72.66,0.02,1996,Furnished,18,24,29,3,4,High,No,No,"Gym, Playground",South,Builder,Under_Construction
84383,Uttarakhand,Haridwar,Locality_16,Independent House,3,2936,393.94,0.13,2008,Semi-furnished,0,21,17,3,10,High,No,Yes,"Clubhouse, Pool, Garden, Playground, Gym",East,Owner,Ready_to_Move
84384,Bihar,Patna,Locality_374,Apartment,2,2179,85.17,0.04,2017,Semi-furnished,7,21,8,8,4,High,Yes,No,"Clubhouse, Pool",West,Owner,Ready_to_Move
84385,Andhra Pradesh,Vishakhapatnam,Locality_188,Independent House,3,2195,243.51,0.11,2014,Unfurnished,16,22,11,8,10,Low,Yes,No,Pool,West,Owner,Ready_to_Move
84386,Bihar,Patna,Locality_327,Independent House,5,4154,384.29,0.09,2012,Furnished,8,24,13,1,5,Low,Yes,Yes,"Gym, Garden, Clubhouse, Playground, Pool",South,Broker,Ready_to_Move
84387,Karnataka,Bangalore,Locality_243,Independent House,2,1989,384.72,0.19,2015,Unfurnished,27,6,10,3,10,High,Yes,No,Gym,East,Builder,Under_Construction
84388,Telangana,Hyderabad,Locality_303,Apartment,4,3975,62.58,0.02,1993,Unfurnished,9,6,32,3,3,Medium,Yes,Yes,Clubhouse,North,Builder,Under_Construction
84389,Punjab,Amritsar,Locality_350,Independent House,3,622,317.18,0.51,1998,Unfurnished,19,28,27,4,3,High,Yes,Yes,Clubhouse,West,Owner,Ready_to_Move
84390,Kerala,Kochi,Locality_473,Apartment,4,1947,410.31,0.21,2007,Semi-furnished,6,8,18,6,8,Low,No,Yes,Gym,South,Owner,Ready_to_Move
84391,Maharashtra,Mumbai,Locality_439,Apartment,4,2003,466.42,0.23,2012,Furnished,25,16,13,2,6,Medium,No,No,"Pool, Gym, Garden, Playground, Clubhouse",North,Broker,Ready_to_Move
84392,Uttarakhand,Dehradun,Locality_13,Independent House,1,4494,359.4,0.08,2004,Furnished,9,23,21,3,7,High,No,No,"Pool, Playground, Clubhouse, Gym",West,Builder,Under_Construction
84393,Uttar Pradesh,Noida,Locality_260,Independent House,2,2465,293.22,0.12,2003,Furnished,24,13,22,2,7,High,Yes,Yes,"Pool, Clubhouse, Garden",South,Owner,Under_Construction
84394,Maharashtra,Pune,Locality_458,Independent House,2,3423,305.01,0.09,2011,Semi-furnished,5,15,14,2,2,Medium,No,No,"Clubhouse, Garden, Gym, Playground",South,Owner,Ready_to_Move
84395,Haryana,Gurgaon,Locality_159,Independent House,3,783,198.17,0.25,2005,Semi-furnished,4,19,20,10,5,Medium,Yes,No,"Playground, Garden, Gym, Clubhouse",East,Broker,Ready_to_Move
84396,Odisha,Bhubaneswar,Locality_52,Independent House,3,2171,189.48,0.09,2001,Furnished,23,25,24,3,10,High,Yes,Yes,"Clubhouse, Pool, Playground",East,Broker,Under_Construction
84397,Bihar,Gaya,Locality_292,Apartment,2,3607,498.83,0.14,2013,Unfurnished,2,30,12,10,10,Low,Yes,No,"Pool, Garden, Gym, Clubhouse",East,Owner,Ready_to_Move
84398,Telangana,Hyderabad,Locality_204,Villa,4,1606,436.3,0.27,1995,Furnished,18,15,30,10,8,Medium,Yes,No,Gym,North,Builder,Ready_to_Move
84399,Delhi,New Delhi,Locality_28,Independent House,3,2911,393.69,0.14,2006,Semi-furnished,25,5,19,6,8,Medium,No,No,"Clubhouse, Garden, Pool",North,Owner,Under_Construction
84400,Kerala,Kochi,Locality_281,Apartment,1,1856,376.49,0.2,1995,Semi-furnished,26,1,30,4,1,Low,No,Yes,Gym,South,Builder,Ready_to_Move
84401,Maharashtra,Nagpur,Locality_366,Villa,3,2259,78.48,0.03,2006,Unfurnished,30,24,19,5,7,Low,Yes,Yes,"Gym, Clubhouse, Garden, Playground",North,Owner,Under_Construction
84402,Andhra Pradesh,Vishakhapatnam,Locality_250,Apartment,5,4391,372.02,0.08,2021,Unfurnished,2,20,4,3,9,High,No,No,Gym,North,Broker,Under_Construction
84403,Jharkhand,Ranchi,Locality_144,Villa,3,2075,444.75,0.21,2017,Furnished,6,1,8,6,4,Medium,No,No,"Playground, Clubhouse, Pool",South,Builder,Under_Construction
84404,West Bengal,Kolkata,Locality_310,Apartment,5,3679,103.32,0.03,2000,Unfurnished,12,5,25,10,6,Low,Yes,Yes,Playground,West,Builder,Ready_to_Move
84405,Andhra Pradesh,Vishakhapatnam,Locality_460,Independent House,5,3204,317.78,0.1,1995,Unfurnished,29,13,30,4,8,Medium,Yes,No,"Pool, Clubhouse, Garden, Gym",North,Builder,Ready_to_Move
84406,Maharashtra,Mumbai,Locality_385,Apartment,4,1550,269.28,0.17,2000,Unfurnished,12,1,25,9,5,Medium,Yes,Yes,"Gym, Garden",South,Owner,Under_Construction
84407,Karnataka,Bangalore,Locality_268,Independent House,1,4600,459.11,0.1,2018,Unfurnished,21,24,7,4,2,Medium,Yes,No,Pool,South,Broker,Ready_to_Move
84408,Madhya Pradesh,Indore,Locality_70,Apartment,4,3101,79.88,0.03,2020,Semi-furnished,27,23,5,4,8,Medium,Yes,Yes,"Playground, Garden, Pool, Gym, Clubhouse",West,Builder,Under_Construction
84409,Kerala,Trivandrum,Locality_294,Apartment,3,526,142.15,0.27,2009,Furnished,16,3,16,4,1,Low,No,No,"Gym, Garden, Pool, Clubhouse",East,Builder,Ready_to_Move
84410,West Bengal,Durgapur,Locality_401,Independent House,1,3523,126.44,0.04,1991,Furnished,21,27,34,6,7,Medium,Yes,Yes,"Pool, Clubhouse",South,Builder,Ready_to_Move
84411,Chhattisgarh,Bilaspur,Locality_143,Independent House,1,3549,28.36,0.01,2002,Unfurnished,1,13,23,2,10,Low,No,Yes,Playground,East,Broker,Ready_to_Move
84412,Telangana,Hyderabad,Locality_4,Independent House,5,3675,284.45,0.08,1994,Semi-furnished,19,3,31,2,3,High,Yes,Yes,"Playground, Gym",South,Broker,Ready_to_Move
84413,Uttar Pradesh,Lucknow,Locality_191,Independent House,1,4472,413.34,0.09,1991,Furnished,0,19,34,6,1,Low,Yes,No,"Pool, Gym, Playground, Garden",North,Builder,Under_Construction
84414,Madhya Pradesh,Indore,Locality_325,Villa,2,4824,397.61,0.08,2011,Semi-furnished,22,24,14,4,6,Low,Yes,No,"Clubhouse, Gym, Pool, Garden",East,Broker,Ready_to_Move
84415,Odisha,Cuttack,Locality_67,Independent House,2,3723,480.24,0.13,2010,Semi-furnished,21,23,15,5,1,High,Yes,No,"Pool, Garden",North,Builder,Under_Construction
84416,Punjab,Ludhiana,Locality_314,Independent House,3,3364,59.56,0.02,1991,Semi-furnished,19,17,34,3,1,High,Yes,No,"Clubhouse, Garden, Pool, Playground, Gym",South,Builder,Under_Construction
84417,Karnataka,Mangalore,Locality_446,Independent House,5,4751,479.18,0.1,2021,Furnished,7,24,4,3,3,Low,Yes,Yes,"Gym, Clubhouse, Playground, Garden",North,Owner,Ready_to_Move
84418,Chhattisgarh,Raipur,Locality_115,Apartment,5,4226,465.39,0.11,1995,Unfurnished,28,8,30,3,5,Medium,No,Yes,"Clubhouse, Gym",East,Builder,Ready_to_Move
84419,Assam,Guwahati,Locality_342,Villa,1,3977,298.48,0.08,1999,Semi-furnished,30,3,26,7,7,High,Yes,Yes,"Garden, Pool, Clubhouse, Playground, Gym",East,Owner,Ready_to_Move
84420,Haryana,Faridabad,Locality_423,Apartment,3,3405,266.99,0.08,2018,Semi-furnished,13,4,7,1,10,Low,Yes,Yes,"Garden, Gym",North,Owner,Under_Construction
84421,Tamil Nadu,Chennai,Locality_293,Apartment,2,1537,427.41,0.28,2005,Unfurnished,16,14,20,10,8,Low,No,Yes,"Garden, Clubhouse, Playground",East,Broker,Ready_to_Move
84422,Bihar,Patna,Locality_310,Independent House,1,4599,182.5,0.04,2010,Semi-furnished,4,30,15,8,2,Medium,No,No,"Garden, Playground",South,Owner,Under_Construction
84423,Kerala,Kochi,Locality_136,Villa,1,3607,86.36,0.02,2012,Unfurnished,11,10,13,2,4,High,Yes,Yes,"Pool, Clubhouse, Gym",West,Builder,Ready_to_Move
84424,Punjab,Amritsar,Locality_5,Villa,3,1597,443.96,0.28,2012,Furnished,6,21,13,6,8,Medium,Yes,No,"Pool, Clubhouse, Playground",West,Owner,Under_Construction
84425,Kerala,Kochi,Locality_344,Apartment,2,1499,306.11,0.2,1993,Semi-furnished,21,25,32,4,5,Low,No,Yes,"Pool, Playground, Clubhouse, Garden, Gym",South,Owner,Ready_to_Move
84426,Kerala,Trivandrum,Locality_345,Independent House,5,3659,242.47,0.07,2021,Unfurnished,27,1,4,9,9,Medium,Yes,Yes,"Garden, Playground, Pool, Gym, Clubhouse",West,Owner,Ready_to_Move
84427,Delhi,Dwarka,Locality_266,Independent House,4,2671,374.47,0.14,1998,Unfurnished,28,7,27,6,2,High,Yes,No,"Clubhouse, Playground",South,Owner,Ready_to_Move
84428,Rajasthan,Jodhpur,Locality_214,Villa,3,3929,134.49,0.03,2002,Unfurnished,6,5,23,6,5,Low,No,Yes,"Gym, Garden, Playground, Pool",West,Builder,Ready_to_Move
84429,Assam,Silchar,Locality_305,Apartment,4,3177,32.75,0.01,2017,Furnished,20,21,8,8,5,High,No,No,"Gym, Clubhouse, Playground, Garden",South,Builder,Under_Construction
84430,Chhattisgarh,Raipur,Locality_85,Independent House,5,1534,123.72,0.08,2017,Furnished,9,2,8,1,6,Medium,Yes,Yes,"Playground, Pool, Garden, Gym",South,Broker,Under_Construction
84431,West Bengal,Kolkata,Locality_216,Villa,5,4832,312.35,0.06,1992,Unfurnished,18,11,33,4,3,Low,Yes,Yes,Playground,West,Broker,Ready_to_Move
84432,Haryana,Gurgaon,Locality_175,Independent House,4,2070,106.88,0.05,1993,Unfurnished,17,14,32,2,10,High,No,No,"Garden, Gym, Clubhouse, Pool, Playground",North,Owner,Ready_to_Move
84433,Chhattisgarh,Bilaspur,Locality_428,Independent House,5,528,105.15,0.2,2016,Furnished,0,6,9,3,2,High,Yes,No,Gym,West,Broker,Ready_to_Move
84434,Gujarat,Ahmedabad,Locality_52,Villa,4,1077,416.48,0.39,1995,Furnished,3,26,30,10,1,High,No,No,"Clubhouse, Pool",East,Owner,Ready_to_Move
84435,Rajasthan,Jaipur,Locality_68,Independent House,1,4080,146.23,0.04,1991,Unfurnished,26,10,34,5,5,Medium,Yes,Yes,Playground,South,Owner,Under_Construction
84436,Madhya Pradesh,Indore,Locality_323,Villa,2,4639,299.61,0.06,2016,Furnished,25,26,9,10,3,Low,Yes,No,"Garden, Pool",West,Broker,Under_Construction
84437,Haryana,Gurgaon,Locality_439,Apartment,4,1578,308.36,0.2,2021,Semi-furnished,17,15,4,5,1,Medium,No,No,Pool,South,Owner,Under_Construction
84438,West Bengal,Kolkata,Locality_360,Villa,2,1677,407.61,0.24,1992,Furnished,29,30,33,9,3,Medium,Yes,No,"Playground, Garden",East,Builder,Under_Construction
84439,Andhra Pradesh,Vijayawada,Locality_191,Independent House,3,1441,97.97,0.07,1996,Furnished,0,18,29,1,3,High,Yes,No,Garden,South,Owner,Under_Construction
84440,Rajasthan,Jodhpur,Locality_205,Villa,1,1839,247.35,0.13,2008,Unfurnished,11,21,17,1,9,High,Yes,Yes,"Gym, Playground, Garden",South,Owner,Under_Construction
84441,Bihar,Patna,Locality_164,Apartment,1,3686,92.8,0.03,2003,Furnished,3,19,22,9,2,High,No,No,"Gym, Playground",East,Owner,Under_Construction
84442,Uttar Pradesh,Noida,Locality_45,Villa,3,1868,15.64,0.01,2020,Furnished,20,7,5,8,5,High,Yes,No,Gym,North,Broker,Ready_to_Move
84443,Rajasthan,Jodhpur,Locality_455,Apartment,4,625,163.01,0.26,2013,Semi-furnished,9,24,12,3,3,Medium,Yes,No,"Gym, Playground",East,Builder,Under_Construction
84444,Chhattisgarh,Bilaspur,Locality_230,Apartment,2,2371,229.89,0.1,2011,Unfurnished,21,4,14,5,6,Medium,Yes,No,Garden,West,Broker,Under_Construction
84445,Karnataka,Mysore,Locality_402,Independent House,1,2808,41.47,0.01,1998,Furnished,21,15,27,2,1,Medium,No,Yes,"Playground, Clubhouse, Gym, Pool",West,Builder,Ready_to_Move
84446,Andhra Pradesh,Vijayawada,Locality_243,Villa,5,4608,279.64,0.06,2008,Furnished,24,27,17,10,5,Low,No,No,"Playground, Gym, Garden, Pool",North,Broker,Ready_to_Move
84447,Tamil Nadu,Coimbatore,Locality_37,Villa,2,1759,41.06,0.02,2001,Furnished,22,9,24,2,2,High,Yes,Yes,"Clubhouse, Playground",East,Broker,Under_Construction
84448,Odisha,Bhubaneswar,Locality_184,Apartment,1,1886,344.75,0.18,2000,Semi-furnished,1,11,25,6,1,High,Yes,No,Playground,North,Builder,Under_Construction
84449,Odisha,Cuttack,Locality_483,Independent House,4,510,34.74,0.07,2009,Furnished,20,1,16,3,6,High,Yes,No,"Garden, Pool, Playground, Clubhouse",South,Broker,Ready_to_Move
84450,Uttarakhand,Haridwar,Locality_404,Apartment,5,3681,142.28,0.04,2006,Semi-furnished,27,11,19,4,10,Low,No,Yes,Garden,South,Broker,Ready_to_Move
84451,Uttarakhand,Haridwar,Locality_315,Villa,4,1457,232.32,0.16,2022,Semi-furnished,21,3,3,3,8,Medium,No,No,"Pool, Clubhouse, Garden, Gym",East,Builder,Ready_to_Move
84452,Assam,Silchar,Locality_490,Independent House,3,4349,216.56,0.05,2007,Semi-furnished,20,22,18,5,2,High,Yes,No,"Gym, Clubhouse",South,Owner,Under_Construction
84453,Jharkhand,Jamshedpur,Locality_181,Apartment,2,1895,208.74,0.11,2009,Unfurnished,17,16,16,1,10,Medium,No,Yes,"Pool, Playground, Clubhouse, Gym, Garden",North,Owner,Ready_to_Move
84454,Karnataka,Bangalore,Locality_377,Apartment,2,1479,499.86,0.34,2019,Furnished,17,29,6,8,7,Medium,Yes,Yes,Garden,West,Builder,Under_Construction
84455,Kerala,Kochi,Locality_485,Independent House,2,1433,396.96,0.28,2022,Unfurnished,16,29,3,4,3,Low,Yes,No,"Gym, Garden, Pool",South,Owner,Ready_to_Move
84456,Uttar Pradesh,Noida,Locality_14,Independent House,4,952,430.93,0.45,2011,Semi-furnished,19,6,14,5,1,Medium,Yes,Yes,"Garden, Clubhouse, Gym, Playground, Pool",South,Builder,Ready_to_Move
84457,Chhattisgarh,Raipur,Locality_355,Villa,5,1464,407.88,0.28,1992,Unfurnished,28,16,33,2,10,High,Yes,No,"Playground, Gym, Clubhouse, Pool",South,Builder,Ready_to_Move
84458,Delhi,Dwarka,Locality_142,Independent House,2,2089,126.62,0.06,1998,Furnished,25,20,27,8,10,High,No,Yes,Clubhouse,North,Owner,Under_Construction
84459,Karnataka,Mangalore,Locality_47,Villa,2,1037,118.86,0.11,2022,Furnished,16,3,3,2,6,Low,No,No,Gym,West,Builder,Ready_to_Move
84460,Maharashtra,Mumbai,Locality_337,Apartment,3,2110,363.87,0.17,2002,Unfurnished,17,5,23,2,3,Medium,No,Yes,"Garden, Playground, Gym, Clubhouse, Pool",North,Owner,Under_Construction
84461,Andhra Pradesh,Vishakhapatnam,Locality_72,Independent House,5,880,219.05,0.25,1993,Furnished,13,13,32,5,9,Medium,Yes,Yes,"Playground, Clubhouse",North,Broker,Ready_to_Move
84462,Uttar Pradesh,Lucknow,Locality_499,Apartment,5,4412,17.72,0.0,2001,Unfurnished,20,11,24,10,8,High,No,Yes,"Clubhouse, Gym",East,Owner,Under_Construction
84463,Tamil Nadu,Coimbatore,Locality_415,Independent House,4,2824,144.01,0.05,2005,Furnished,29,6,20,10,8,Low,Yes,Yes,"Garden, Clubhouse, Playground, Pool, Gym",East,Owner,Under_Construction
84464,Maharashtra,Mumbai,Locality_166,Apartment,3,1241,262.33,0.21,2011,Furnished,28,28,14,3,1,Low,No,No,"Clubhouse, Pool, Gym, Garden",East,Owner,Under_Construction
84465,Haryana,Faridabad,Locality_289,Independent House,1,4781,199.4,0.04,2021,Furnished,18,21,4,5,7,Medium,Yes,No,"Pool, Playground",South,Builder,Under_Construction
84466,Uttarakhand,Haridwar,Locality_243,Villa,5,3334,291.63,0.09,1991,Semi-furnished,1,21,34,3,6,Medium,No,Yes,"Garden, Clubhouse, Playground, Pool, Gym",East,Builder,Ready_to_Move
84467,Madhya Pradesh,Indore,Locality_353,Independent House,4,1056,133.4,0.13,2014,Unfurnished,19,7,11,6,1,High,No,No,"Clubhouse, Pool, Garden, Playground, Gym",East,Broker,Ready_to_Move
84468,Maharashtra,Pune,Locality_181,Villa,4,1949,487.3,0.25,2016,Semi-furnished,24,16,9,8,6,Low,Yes,Yes,"Pool, Gym, Playground",East,Broker,Under_Construction
84469,Bihar,Gaya,Locality_394,Apartment,5,1591,288.83,0.18,1990,Furnished,9,23,35,9,3,Low,No,No,"Garden, Pool",East,Builder,Under_Construction
84470,Andhra Pradesh,Vishakhapatnam,Locality_347,Independent House,4,1052,444.35,0.42,2005,Furnished,22,16,20,6,9,High,No,No,"Playground, Pool, Garden",South,Owner,Ready_to_Move
84471,Tamil Nadu,Coimbatore,Locality_401,Apartment,4,2450,115.65,0.05,2019,Semi-furnished,22,24,6,1,9,High,No,No,"Pool, Playground, Clubhouse, Garden",South,Owner,Ready_to_Move
84472,Punjab,Amritsar,Locality_322,Independent House,3,2029,235.95,0.12,2005,Furnished,28,4,20,5,7,Low,No,No,"Garden, Pool, Playground, Clubhouse, Gym",North,Builder,Ready_to_Move
84473,Maharashtra,Nagpur,Locality_492,Apartment,4,2142,331.21,0.15,2017,Unfurnished,6,27,8,9,1,Low,No,No,"Clubhouse, Pool",North,Builder,Under_Construction
84474,Punjab,Ludhiana,Locality_435,Apartment,1,3720,176.57,0.05,2018,Semi-furnished,1,12,7,5,10,Medium,No,No,Playground,West,Owner,Ready_to_Move
84475,Assam,Guwahati,Locality_201,Apartment,5,2007,492.57,0.25,2005,Unfurnished,1,30,20,2,6,High,Yes,No,Clubhouse,East,Builder,Ready_to_Move
84476,Telangana,Warangal,Locality_104,Apartment,4,1334,280.02,0.21,2007,Furnished,21,28,18,8,2,Low,Yes,No,"Playground, Gym, Clubhouse, Pool, Garden",North,Broker,Under_Construction
84477,Assam,Guwahati,Locality_195,Independent House,5,1114,35.78,0.03,2000,Furnished,16,1,25,2,4,Low,No,Yes,"Clubhouse, Garden, Gym, Playground, Pool",East,Broker,Ready_to_Move
84478,Bihar,Gaya,Locality_117,Apartment,5,3322,239.67,0.07,2018,Semi-furnished,1,5,7,4,9,Low,No,No,"Clubhouse, Pool",East,Owner,Ready_to_Move
84479,Tamil Nadu,Chennai,Locality_99,Independent House,5,1039,397.66,0.38,2006,Furnished,11,25,19,2,9,Medium,Yes,No,"Clubhouse, Garden, Gym, Pool, Playground",North,Broker,Under_Construction
84480,Telangana,Hyderabad,Locality_344,Independent House,4,2811,132.36,0.05,1991,Semi-furnished,14,22,34,7,9,Medium,Yes,No,"Gym, Playground, Clubhouse, Pool, Garden",West,Builder,Under_Construction
84481,Uttarakhand,Haridwar,Locality_75,Independent House,2,2997,324.11,0.11,1996,Semi-furnished,29,4,29,10,1,Low,Yes,No,"Gym, Pool, Garden, Clubhouse",North,Owner,Under_Construction
84482,Karnataka,Mangalore,Locality_246,Independent House,5,4829,224.35,0.05,1998,Furnished,8,15,27,7,7,Low,Yes,No,"Garden, Pool",South,Builder,Under_Construction
84483,Odisha,Bhubaneswar,Locality_396,Independent House,2,4394,59.28,0.01,2000,Furnished,4,15,25,2,9,High,No,No,"Gym, Garden, Clubhouse, Pool, Playground",South,Broker,Under_Construction
84484,Rajasthan,Jodhpur,Locality_354,Apartment,5,2754,428.87,0.16,2005,Semi-furnished,5,30,20,9,3,Medium,No,No,"Pool, Playground",North,Owner,Ready_to_Move
84485,Rajasthan,Jaipur,Locality_414,Apartment,4,4393,444.42,0.1,1999,Unfurnished,7,24,26,4,10,Medium,No,Yes,"Playground, Pool",North,Owner,Under_Construction
84486,Chhattisgarh,Raipur,Locality_221,Villa,3,1540,469.99,0.31,2000,Unfurnished,6,13,25,10,5,High,No,No,Gym,North,Owner,Ready_to_Move
84487,West Bengal,Kolkata,Locality_275,Apartment,1,3226,54.41,0.02,1997,Semi-furnished,28,24,28,5,8,Low,No,No,"Clubhouse, Gym, Playground, Pool, Garden",West,Broker,Under_Construction
84488,Tamil Nadu,Chennai,Locality_85,Independent House,1,849,405.72,0.48,2003,Furnished,0,21,22,8,10,Low,Yes,Yes,Garden,West,Builder,Under_Construction
84489,Karnataka,Bangalore,Locality_235,Independent House,4,2672,78.87,0.03,1999,Furnished,0,21,26,5,8,Low,Yes,No,Garden,North,Owner,Ready_to_Move
84490,Uttarakhand,Dehradun,Locality_484,Apartment,5,4988,199.18,0.04,2020,Unfurnished,29,19,5,1,3,Medium,No,No,"Pool, Clubhouse, Garden, Playground, Gym",East,Owner,Under_Construction
84491,Gujarat,Surat,Locality_249,Independent House,2,2739,293.33,0.11,1993,Unfurnished,20,6,32,4,6,Medium,Yes,Yes,"Pool, Playground, Garden",West,Broker,Ready_to_Move
84492,Karnataka,Bangalore,Locality_414,Villa,4,2964,492.01,0.17,2022,Unfurnished,26,7,3,6,10,Low,Yes,No,Gym,North,Builder,Ready_to_Move
