ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
1751,Jharkhand,Jamshedpur,Locality_481,Independent House,2,4797,267.25,0.06,1993,Semi-furnished,16,11,32,2,10,High,Yes,Yes,"Pool, Garden",South,Builder,Under_Construction
1752,Rajasthan,Jaipur,Locality_176,Independent House,1,3251,12.21,0.0,1995,Furnished,0,16,30,9,2,Medium,No,No,Playground,West,Builder,Under_Construction
1753,West Bengal,Kolkata,Locality_386,Independent House,5,2316,338.06,0.15,2008,Semi-furnished,28,22,17,2,10,Medium,No,Yes,"Clubhouse, Garden",North,Broker,Ready_to_Move
1754,Kerala,Trivandrum,Locality_357,Villa,3,1726,150.53,0.09,1991,Unfurnished,8,8,34,7,1,High,Yes,No,"Clubhouse, Playground",West,Owner,Ready_to_Move
1755,Telangana,Warangal,Locality_323,Independent House,1,1269,392.75,0.31,1998,Semi-furnished,27,10,27,7,9,Low,No,No,"Garden, Clubhouse, Gym",South,Owner,Under_Construction
1756,Maharashtra,Nagpur,Locality_411,Villa,2,1346,27.76,0.02,1999,Furnished,16,19,26,3,10,High,No,Yes,Clubhouse,South,Broker,Under_Construction
1757,Uttarakhand,Haridwar,Locality_500,Apartment,5,2365,157.01,0.07,1990,Unfurnished,12,24,35,9,3,Medium,Yes,No,"Garden, Clubhouse",West,Owner,Under_Construction
1758,Madhya Pradesh,Indore,Locality_73,Apartment,3,4860,234.74,0.05,2017,Semi-furnished,3,24,8,1,8,High,Yes,No,"Clubhouse, Pool, Garden, Playground",East,Broker,Under_Construction
1759,Rajasthan,Jaipur,Locality_209,Independent House,1,2479,338.66,0.14,2003,Furnished,29,24,22,6,3,High,No,No,"Gym, Playground, Pool, Clubhouse, Garden",South,Builder,Ready_to_Move
1760,Jharkhand,Ranchi,Locality_331,Apartment,5,2327,471.55,0.2,2021,Furnished,14,11,4,9,9,High,Yes,No,"Gym, Garden, Clubhouse, Pool",West,Builder,Ready_to_Move
1761,Telangana,Warangal,Locality_178,Villa,2,4386,88.45,0.02,2011,Semi-furnished,9,30,14,6,6,High,No,No,"Playground, Clubhouse, Garden",North,Builder,Under_Construction
1762,Gujarat,Ahmedabad,Locality_95,Apartment,3,1366,290.67,0.21,2011,Unfurnished,27,21,14,6,3,High,Yes,No,"Gym, Pool",East,Owner,Under_Construction
1763,Delhi,New Delhi,Locality_334,Apartment,4,2538,59.79,0.02,2021,Unfurnished,12,19,4,8,6,Low,Yes,No,Clubhouse,North,Owner,Under_Construction
1764,Assam,Guwahati,Locality_440,Villa,2,3475,370.66,0.11,2003,Semi-furnished,22,1,22,6,2,Medium,No,Yes,Garden,East,Broker,Under_Construction
1765,Madhya Pradesh,Bhopal,Locality_110,Villa,1,1096,411.44,0.38,2002,Unfurnished,12,2,23,4,7,Medium,No,Yes,"Clubhouse, Pool, Playground, Gym",North,Owner,Under_Construction
1766,Delhi,Dwarka,Locality_274,Apartment,3,1404,430.11,0.31,2023,Unfurnished,28,11,2,7,5,Low,No,No,"Clubhouse, Garden",South,Broker,Under_Construction
1767,Assam,Guwahati,Locality_26,Villa,2,3996,391.37,0.1,2023,Unfurnished,11,16,2,4,4,Low,No,Yes,"Playground, Pool, Clubhouse",North,Owner,Ready_to_Move
1768,Chhattisgarh,Raipur,Locality_485,Apartment,1,3458,258.25,0.07,2006,Unfurnished,8,9,19,1,3,High,No,No,"Pool, Clubhouse, Garden",East,Broker,Under_Construction
1769,Assam,Guwahati,Locality_443,Villa,2,3176,458.95,0.14,2014,Unfurnished,10,2,11,9,6,High,No,No,"Playground, Gym, Clubhouse",North,Builder,Under_Construction
1770,Assam,Guwahati,Locality_129,Villa,4,1542,305.95,0.2,2007,Furnished,20,24,18,9,4,Low,No,Yes,Clubhouse,West,Broker,Ready_to_Move
1771,Chhattisgarh,Bilaspur,Locality_85,Villa,3,514,388.43,0.76,2017,Unfurnished,1,1,8,9,7,High,Yes,No,"Pool, Gym, Clubhouse",South,Owner,Ready_to_Move
1772,Maharashtra,Mumbai,Locality_179,Villa,4,1235,442.22,0.36,1992,Furnished,27,13,33,3,1,High,No,Yes,"Clubhouse, Gym, Garden, Pool",West,Owner,Ready_to_Move
1773,Andhra Pradesh,Vishakhapatnam,Locality_115,Villa,2,2116,86.29,0.04,2003,Semi-furnished,10,13,22,9,2,Low,No,Yes,"Clubhouse, Garden, Playground, Gym, Pool",East,Builder,Under_Construction
1774,Odisha,Cuttack,Locality_260,Apartment,2,2673,54.97,0.02,2009,Furnished,11,6,16,4,2,High,No,Yes,"Garden, Gym, Playground, Clubhouse",West,Builder,Under_Construction
1775,Karnataka,Mangalore,Locality_5,Independent House,4,546,155.59,0.28,2021,Unfurnished,5,5,4,9,5,High,Yes,No,"Pool, Garden, Clubhouse",South,Owner,Ready_to_Move
1776,Andhra Pradesh,Vijayawada,Locality_457,Villa,1,4200,212.31,0.05,2009,Semi-furnished,23,22,16,2,3,Medium,No,Yes,"Clubhouse, Gym, Playground",South,Builder,Ready_to_Move
1777,Madhya Pradesh,Indore,Locality_209,Independent House,1,4300,236.61,0.06,2012,Furnished,23,8,13,5,10,Medium,No,Yes,"Gym, Clubhouse, Pool",West,Owner,Ready_to_Move
1778,Punjab,Amritsar,Locality_272,Apartment,4,1400,222.64,0.16,1993,Semi-furnished,6,17,32,2,4,Low,No,No,Pool,South,Owner,Under_Construction
1779,Maharashtra,Pune,Locality_68,Independent House,3,1878,403.02,0.21,2015,Unfurnished,25,3,10,8,1,Low,Yes,Yes,Pool,East,Builder,Ready_to_Move
1780,Madhya Pradesh,Bhopal,Locality_474,Villa,2,1082,315.92,0.29,2009,Semi-furnished,2,9,16,5,4,Medium,Yes,No,Playground,North,Broker,Ready_to_Move
1781,Delhi,New Delhi,Locality_187,Apartment,3,3609,174.45,0.05,1998,Unfurnished,0,28,27,9,6,High,No,No,Pool,East,Broker,Ready_to_Move
1782,Madhya Pradesh,Indore,Locality_351,Independent House,1,4806,299.38,0.06,2021,Furnished,6,3,4,1,7,High,Yes,No,"Pool, Playground, Clubhouse, Gym",North,Builder,Under_Construction
1783,Rajasthan,Jodhpur,Locality_367,Apartment,4,3419,211.39,0.06,2017,Furnished,10,27,8,4,9,Medium,No,No,"Pool, Gym, Garden, Playground, Clubhouse",West,Builder,Ready_to_Move
1784,Tamil Nadu,Chennai,Locality_401,Independent House,4,4698,358.76,0.08,1997,Unfurnished,8,23,28,8,7,Low,Yes,Yes,"Garden, Clubhouse, Gym, Playground",South,Broker,Ready_to_Move
1785,Jharkhand,Ranchi,Locality_260,Independent House,5,4436,231.15,0.05,2013,Furnished,10,8,12,7,9,Low,No,Yes,"Pool, Playground, Garden, Gym",North,Builder,Ready_to_Move
1786,Haryana,Faridabad,Locality_233,Apartment,5,1010,462.58,0.46,1994,Unfurnished,5,15,31,5,6,Low,No,Yes,Gym,East,Owner,Ready_to_Move
1787,West Bengal,Kolkata,Locality_207,Independent House,4,2773,232.92,0.08,1992,Furnished,2,6,33,4,5,High,Yes,Yes,"Garden, Clubhouse, Pool",West,Builder,Ready_to_Move
1788,Karnataka,Mangalore,Locality_476,Villa,4,663,15.64,0.02,2010,Unfurnished,17,15,15,10,1,High,No,No,"Playground, Clubhouse",North,Owner,Ready_to_Move
1789,Madhya Pradesh,Bhopal,Locality_174,Apartment,3,4889,480.91,0.1,1995,Unfurnished,7,30,30,1,1,High,Yes,No,Garden,East,Owner,Ready_to_Move
1790,Chhattisgarh,Raipur,Locality_462,Villa,2,4709,50.56,0.01,2002,Semi-furnished,16,19,23,6,1,Medium,No,Yes,"Gym, Playground",North,Owner,Ready_to_Move
1791,Haryana,Faridabad,Locality_190,Independent House,3,4996,167.79,0.03,2016,Semi-furnished,28,7,9,1,4,Low,No,No,"Garden, Gym, Pool, Playground",East,Owner,Under_Construction
1792,Gujarat,Ahmedabad,Locality_227,Independent House,3,1448,314.25,0.22,2023,Unfurnished,21,13,2,6,1,High,No,Yes,"Gym, Garden",South,Builder,Ready_to_Move
1793,Bihar,Patna,Locality_406,Apartment,3,542,101.09,0.19,2015,Furnished,15,30,10,8,1,Medium,No,Yes,"Pool, Playground, Clubhouse, Gym, Garden",West,Owner,Under_Construction
1794,Odisha,Cuttack,Locality_395,Independent House,1,2968,205.02,0.07,2021,Semi-furnished,22,28,4,3,7,Low,No,No,"Pool, Gym, Clubhouse, Garden, Playground",East,Broker,Under_Construction
1795,Gujarat,Ahmedabad,Locality_418,Independent House,2,3625,66.47,0.02,2004,Unfurnished,10,4,21,1,3,High,Yes,No,"Gym, Pool",East,Builder,Under_Construction
1796,West Bengal,Kolkata,Locality_447,Independent House,5,4303,61.9,0.01,1999,Semi-furnished,16,14,26,5,1,Low,Yes,No,"Pool, Playground, Garden, Clubhouse",North,Broker,Ready_to_Move
1797,Delhi,New Delhi,Locality_180,Apartment,1,2142,303.37,0.14,2004,Semi-furnished,21,8,21,3,5,Medium,Yes,No,"Gym, Clubhouse, Pool, Garden",West,Broker,Ready_to_Move
1798,Bihar,Patna,Locality_465,Villa,5,2834,474.84,0.17,2005,Unfurnished,23,5,20,8,8,Medium,No,No,"Gym, Playground",West,Broker,Under_Construction
1799,Karnataka,Bangalore,Locality_251,Apartment,1,1539,75.33,0.05,1998,Furnished,17,27,27,1,10,High,Yes,No,"Pool, Gym, Garden",North,Owner,Under_Construction
1800,Kerala,Trivandrum,Locality_384,Independent House,3,3720,66.06,0.02,2006,Furnished,23,13,19,10,1,Medium,Yes,Yes,"Gym, Garden, Clubhouse, Playground",East,Owner,Under_Construction
1801,Uttar Pradesh,Noida,Locality_386,Villa,1,4529,240.98,0.05,2003,Semi-furnished,3,19,22,5,4,High,Yes,No,"Garden, Clubhouse, Playground, Gym, Pool",East,Broker,Under_Construction
1802,Karnataka,Bangalore,Locality_217,Apartment,2,3537,403.11,0.11,2018,Unfurnished,16,17,7,9,6,High,Yes,Yes,"Pool, Garden",West,Broker,Under_Construction
1803,Uttar Pradesh,Noida,Locality_149,Independent House,3,2690,195.7,0.07,2021,Semi-furnished,28,6,4,2,6,Low,No,No,Clubhouse,East,Owner,Ready_to_Move
1804,Karnataka,Mangalore,Locality_482,Independent House,5,4721,133.33,0.03,2009,Semi-furnished,11,25,16,1,4,Low,No,Yes,"Playground, Garden, Clubhouse, Pool",North,Broker,Under_Construction
1805,Haryana,Faridabad,Locality_175,Independent House,2,2867,190.22,0.07,2007,Semi-furnished,18,24,18,7,4,Medium,Yes,No,"Pool, Gym, Playground",North,Builder,Under_Construction
1806,Kerala,Trivandrum,Locality_330,Independent House,1,904,461.9,0.51,2002,Semi-furnished,6,11,23,1,4,Low,No,No,"Clubhouse, Gym",East,Owner,Under_Construction
1807,Assam,Silchar,Locality_14,Villa,1,2855,363.11,0.13,2011,Unfurnished,0,8,14,10,10,Low,Yes,No,"Garden, Playground",West,Broker,Ready_to_Move
1808,Andhra Pradesh,Vijayawada,Locality_184,Independent House,5,3168,147.24,0.05,2010,Furnished,7,4,15,7,7,Low,Yes,No,"Clubhouse, Pool, Playground, Garden, Gym",East,Owner,Ready_to_Move
1809,Chhattisgarh,Bilaspur,Locality_235,Villa,5,1253,46.58,0.04,1995,Unfurnished,22,19,30,8,4,Medium,No,No,"Gym, Clubhouse, Playground, Garden",West,Owner,Under_Construction
1810,Odisha,Cuttack,Locality_68,Apartment,1,4796,475.09,0.1,2006,Furnished,30,29,19,4,2,Low,Yes,No,"Clubhouse, Garden, Playground, Pool, Gym",South,Broker,Ready_to_Move
1811,Punjab,Amritsar,Locality_90,Apartment,2,2240,116.44,0.05,1994,Unfurnished,1,30,31,7,7,High,No,No,"Playground, Pool",East,Broker,Ready_to_Move
1812,Karnataka,Mysore,Locality_247,Apartment,5,4395,438.34,0.1,1990,Furnished,27,2,35,3,6,Low,No,Yes,"Clubhouse, Pool",East,Owner,Under_Construction
1813,Uttar Pradesh,Lucknow,Locality_108,Independent House,3,2845,225.11,0.08,2018,Unfurnished,19,2,7,8,2,Medium,Yes,Yes,Gym,East,Owner,Under_Construction
1814,Kerala,Trivandrum,Locality_329,Villa,5,3589,287.97,0.08,1995,Furnished,2,22,30,3,2,High,No,Yes,"Pool, Clubhouse, Playground, Gym, Garden",East,Builder,Under_Construction
1815,Madhya Pradesh,Indore,Locality_359,Villa,3,2179,390.27,0.18,1994,Furnished,9,19,31,2,1,Medium,No,Yes,"Gym, Garden, Pool, Clubhouse, Playground",South,Broker,Under_Construction
1816,Karnataka,Mangalore,Locality_113,Apartment,2,1757,185.6,0.11,2013,Unfurnished,2,1,12,6,6,High,No,No,"Clubhouse, Gym, Garden, Playground, Pool",East,Builder,Under_Construction
1817,Haryana,Gurgaon,Locality_478,Villa,5,2435,73.07,0.03,1990,Furnished,27,1,35,5,3,Medium,Yes,No,"Pool, Clubhouse, Playground",South,Owner,Ready_to_Move
1818,Punjab,Amritsar,Locality_61,Villa,2,850,402.25,0.47,1995,Furnished,25,19,30,8,7,Low,Yes,No,Gym,West,Broker,Ready_to_Move
1819,Tamil Nadu,Chennai,Locality_101,Villa,4,4069,84.11,0.02,2002,Furnished,16,15,23,1,4,Low,Yes,Yes,"Pool, Playground, Clubhouse, Garden, Gym",South,Builder,Ready_to_Move
1820,Madhya Pradesh,Indore,Locality_154,Villa,2,3408,236.86,0.07,2008,Semi-furnished,13,24,17,10,7,Low,Yes,No,"Playground, Garden, Gym, Clubhouse, Pool",North,Builder,Under_Construction
1821,Telangana,Warangal,Locality_211,Villa,2,1937,429.39,0.22,2013,Unfurnished,13,5,12,5,3,Medium,Yes,No,"Gym, Garden, Pool",West,Builder,Under_Construction
1822,Andhra Pradesh,Vishakhapatnam,Locality_20,Villa,1,1258,479.57,0.38,2012,Furnished,5,16,13,10,10,Medium,Yes,No,"Pool, Gym, Garden",North,Broker,Under_Construction
1823,Bihar,Patna,Locality_259,Villa,4,4639,497.07,0.11,2007,Furnished,30,17,18,10,10,Medium,No,No,"Garden, Pool, Gym, Clubhouse, Playground",North,Builder,Ready_to_Move
1824,Andhra Pradesh,Vijayawada,Locality_40,Independent House,5,2979,303.09,0.1,2014,Furnished,14,29,11,3,5,Low,No,Yes,"Gym, Playground, Clubhouse, Garden",East,Owner,Under_Construction
1825,Haryana,Faridabad,Locality_401,Villa,3,3002,34.89,0.01,1995,Semi-furnished,23,26,30,3,9,High,No,No,"Pool, Clubhouse, Garden, Playground, Gym",North,Broker,Ready_to_Move
1826,Gujarat,Ahmedabad,Locality_109,Apartment,1,1904,485.27,0.25,2021,Semi-furnished,13,30,4,1,9,Low,No,No,Gym,East,Builder,Ready_to_Move
1827,Odisha,Cuttack,Locality_208,Independent House,1,3399,451.45,0.13,2015,Furnished,23,7,10,7,5,Low,Yes,Yes,"Playground, Gym",East,Builder,Under_Construction
1828,Odisha,Bhubaneswar,Locality_471,Apartment,2,2988,222.56,0.07,1993,Unfurnished,25,9,32,9,7,Low,No,No,Gym,North,Broker,Under_Construction
1829,Madhya Pradesh,Bhopal,Locality_353,Independent House,4,4270,148.08,0.03,2002,Unfurnished,2,30,23,4,1,Medium,No,Yes,"Garden, Gym",North,Builder,Ready_to_Move
1830,Assam,Silchar,Locality_353,Villa,1,4402,181.8,0.04,1999,Unfurnished,15,7,26,8,10,Low,No,No,"Clubhouse, Gym",East,Owner,Under_Construction
1831,Punjab,Ludhiana,Locality_477,Villa,5,1928,59.85,0.03,2022,Semi-furnished,15,1,3,5,8,Low,No,Yes,"Clubhouse, Playground, Garden",South,Owner,Under_Construction
1832,Delhi,Dwarka,Locality_240,Independent House,1,4949,395.24,0.08,1997,Semi-furnished,12,16,28,8,8,High,Yes,No,"Garden, Clubhouse",South,Owner,Ready_to_Move
1833,Telangana,Hyderabad,Locality_470,Villa,1,572,167.61,0.29,1990,Semi-furnished,20,28,35,6,6,High,No,No,Clubhouse,East,Broker,Under_Construction
1834,Delhi,Dwarka,Locality_417,Apartment,2,4823,378.73,0.08,1998,Semi-furnished,30,17,27,6,6,Medium,No,Yes,"Playground, Pool, Garden",North,Owner,Ready_to_Move
1835,Telangana,Hyderabad,Locality_174,Apartment,3,2256,396.14,0.18,2009,Furnished,18,16,16,8,10,High,Yes,No,"Gym, Garden, Playground, Clubhouse, Pool",East,Builder,Ready_to_Move
1836,Uttarakhand,Dehradun,Locality_462,Villa,2,1852,323.22,0.17,2018,Unfurnished,30,22,7,7,10,High,Yes,No,"Gym, Pool, Garden, Clubhouse, Playground",North,Builder,Under_Construction
1837,Gujarat,Ahmedabad,Locality_271,Independent House,2,4302,161.12,0.04,2002,Furnished,0,9,23,7,1,High,No,Yes,"Garden, Gym, Playground, Clubhouse",East,Builder,Ready_to_Move
1838,Chhattisgarh,Raipur,Locality_358,Independent House,4,3506,488.31,0.14,2003,Furnished,9,7,22,8,10,High,No,Yes,"Garden, Clubhouse, Gym",West,Builder,Ready_to_Move
1839,Kerala,Kochi,Locality_326,Apartment,2,1200,267.45,0.22,2012,Unfurnished,30,28,13,8,10,Medium,No,No,"Clubhouse, Gym, Garden",West,Builder,Ready_to_Move
1840,Haryana,Faridabad,Locality_393,Independent House,5,3713,497.29,0.13,2016,Unfurnished,25,29,9,8,4,High,Yes,No,Clubhouse,East,Owner,Ready_to_Move
1841,Tamil Nadu,Coimbatore,Locality_18,Independent House,3,2498,157.96,0.06,2017,Semi-furnished,7,19,8,7,9,Low,No,Yes,"Playground, Pool, Garden, Gym",North,Owner,Under_Construction
1842,Delhi,New Delhi,Locality_421,Apartment,2,4652,362.62,0.08,1992,Furnished,9,7,33,10,5,Medium,No,Yes,"Pool, Clubhouse, Playground, Garden",North,Builder,Under_Construction
1843,Haryana,Gurgaon,Locality_156,Villa,1,4473,255.42,0.06,2003,Furnished,16,6,22,1,1,Low,Yes,Yes,"Gym, Pool, Playground",South,Builder,Under_Construction
1844,Kerala,Trivandrum,Locality_63,Villa,4,4593,285.5,0.06,2015,Unfurnished,13,28,10,8,2,High,No,No,Pool,North,Owner,Under_Construction
1845,Kerala,Kochi,Locality_396,Independent House,5,1715,65.23,0.04,1994,Furnished,19,30,31,9,8,Medium,Yes,Yes,"Clubhouse, Playground, Garden",East,Broker,Ready_to_Move
1846,Bihar,Patna,Locality_32,Independent House,3,598,341.53,0.57,2015,Unfurnished,26,12,10,9,4,High,Yes,No,Garden,South,Builder,Under_Construction
1847,Uttarakhand,Dehradun,Locality_200,Apartment,4,3192,440.23,0.14,2009,Unfurnished,18,9,16,7,10,High,No,No,"Gym, Playground, Clubhouse, Pool",West,Builder,Under_Construction
1848,Telangana,Warangal,Locality_451,Villa,2,2721,219.78,0.08,2019,Unfurnished,17,22,6,10,3,Low,No,Yes,Pool,West,Builder,Under_Construction
1849,Gujarat,Surat,Locality_283,Independent House,4,2388,470.42,0.2,2001,Furnished,23,4,24,7,8,Medium,Yes,Yes,"Gym, Garden",South,Builder,Under_Construction
1850,Bihar,Patna,Locality_268,Apartment,4,2460,325.97,0.13,2017,Furnished,6,8,8,8,10,High,No,No,"Gym, Garden, Pool",West,Broker,Under_Construction
1851,Madhya Pradesh,Indore,Locality_465,Apartment,1,4887,40.9,0.01,1998,Furnished,27,19,27,10,7,Low,Yes,Yes,"Pool, Gym, Garden, Playground",South,Owner,Under_Construction
1852,Bihar,Gaya,Locality_294,Apartment,3,4908,155.4,0.03,1997,Semi-furnished,24,3,28,8,5,Low,No,No,"Pool, Gym, Playground",East,Broker,Ready_to_Move
1853,Karnataka,Mysore,Locality_335,Independent House,1,4275,58.53,0.01,2006,Unfurnished,5,13,19,9,2,Medium,No,Yes,"Clubhouse, Garden, Pool, Gym, Playground",East,Broker,Ready_to_Move
1854,Madhya Pradesh,Indore,Locality_56,Apartment,1,4645,222.72,0.05,1990,Semi-furnished,11,13,35,2,8,High,No,Yes,"Garden, Gym, Playground, Clubhouse, Pool",North,Broker,Ready_to_Move
1855,Uttarakhand,Dehradun,Locality_442,Independent House,3,3097,367.55,0.12,2016,Semi-furnished,6,15,9,2,7,Medium,No,No,"Playground, Garden, Clubhouse, Gym, Pool",North,Broker,Under_Construction
1856,Telangana,Warangal,Locality_455,Villa,5,3980,394.95,0.1,2014,Furnished,16,12,11,6,5,High,Yes,No,"Playground, Clubhouse, Pool",North,Builder,Under_Construction
1857,Punjab,Amritsar,Locality_465,Villa,4,1729,68.03,0.04,2011,Semi-furnished,8,30,14,4,1,Low,No,Yes,"Garden, Playground, Gym, Clubhouse, Pool",South,Owner,Under_Construction
1858,Karnataka,Mangalore,Locality_129,Villa,2,1334,422.85,0.32,2014,Furnished,18,17,11,6,6,Low,Yes,Yes,"Pool, Clubhouse",East,Builder,Ready_to_Move
1859,Delhi,New Delhi,Locality_71,Villa,3,1720,193.94,0.11,2021,Furnished,26,21,4,2,7,Medium,No,No,"Pool, Gym, Clubhouse, Garden, Playground",North,Builder,Under_Construction
1860,Andhra Pradesh,Vishakhapatnam,Locality_304,Independent House,4,3533,82.49,0.02,2021,Unfurnished,17,14,4,4,9,Low,Yes,No,"Gym, Playground, Clubhouse, Pool",South,Owner,Under_Construction
1861,Madhya Pradesh,Bhopal,Locality_173,Independent House,4,3863,157.49,0.04,1995,Furnished,23,17,30,5,10,Medium,No,Yes,Gym,West,Broker,Ready_to_Move
1862,Assam,Guwahati,Locality_345,Villa,5,4824,396.9,0.08,2003,Furnished,7,18,22,2,10,High,Yes,No,"Pool, Garden, Gym",West,Broker,Ready_to_Move
1863,Gujarat,Surat,Locality_402,Villa,1,1124,479.31,0.43,2016,Semi-furnished,25,15,9,7,5,Medium,Yes,Yes,Pool,North,Builder,Under_Construction
1864,Maharashtra,Mumbai,Locality_14,Independent House,2,1305,95.13,0.07,2014,Furnished,21,9,11,5,2,High,Yes,Yes,"Playground, Gym, Pool",North,Builder,Under_Construction
1865,West Bengal,Durgapur,Locality_284,Independent House,4,1404,327.69,0.23,1998,Unfurnished,17,29,27,7,1,Medium,No,No,"Clubhouse, Pool, Gym, Garden",South,Builder,Ready_to_Move
1866,Uttarakhand,Dehradun,Locality_310,Apartment,2,1652,420.51,0.25,1992,Unfurnished,10,18,33,6,4,Low,Yes,Yes,"Garden, Pool, Playground",West,Builder,Under_Construction
1867,Bihar,Patna,Locality_460,Apartment,5,4343,397.35,0.09,2016,Furnished,11,30,9,1,10,High,No,No,"Gym, Garden, Clubhouse, Playground, Pool",North,Builder,Under_Construction
1868,Karnataka,Mangalore,Locality_324,Apartment,2,2335,274.17,0.12,2023,Unfurnished,5,10,2,10,3,Low,No,No,"Pool, Garden, Gym, Playground, Clubhouse",South,Broker,Ready_to_Move
1869,West Bengal,Durgapur,Locality_360,Independent House,5,2306,253.95,0.11,1990,Unfurnished,7,16,35,6,6,Low,Yes,No,"Playground, Pool",North,Builder,Ready_to_Move
1870,Delhi,New Delhi,Locality_392,Independent House,2,1628,29.37,0.02,2013,Semi-furnished,4,6,12,7,7,High,Yes,Yes,"Garden, Playground, Gym",North,Broker,Ready_to_Move
1871,Rajasthan,Jaipur,Locality_193,Apartment,1,1936,447.34,0.23,2010,Furnished,30,3,15,6,8,High,Yes,Yes,Playground,East,Owner,Under_Construction
1872,Madhya Pradesh,Indore,Locality_418,Villa,4,4425,60.36,0.01,2000,Furnished,3,17,25,8,1,Low,Yes,Yes,Clubhouse,East,Owner,Under_Construction
1873,Madhya Pradesh,Indore,Locality_415,Villa,5,4481,388.52,0.09,2000,Unfurnished,3,2,25,9,1,Low,Yes,Yes,"Clubhouse, Gym, Garden",South,Builder,Under_Construction
1874,Andhra Pradesh,Vijayawada,Locality_334,Independent House,5,2021,303.44,0.15,2020,Furnished,2,1,5,10,3,High,Yes,No,"Playground, Gym, Garden, Clubhouse, Pool",North,Builder,Ready_to_Move
1875,Jharkhand,Ranchi,Locality_264,Apartment,1,1240,188.69,0.15,2023,Furnished,3,4,2,5,4,High,Yes,Yes,"Clubhouse, Playground",North,Broker,Ready_to_Move
1876,Karnataka,Bangalore,Locality_432,Villa,1,1322,219.3,0.17,1993,Semi-furnished,12,1,32,7,9,High,No,No,"Pool, Gym",East,Broker,Under_Construction
1877,Uttarakhand,Dehradun,Locality_127,Apartment,1,2443,457.07,0.19,1994,Furnished,29,30,31,5,2,High,No,Yes,"Clubhouse, Playground",North,Owner,Ready_to_Move
1878,West Bengal,Kolkata,Locality_6,Independent House,3,1497,267.89,0.18,2005,Unfurnished,3,29,20,4,6,Medium,Yes,Yes,Pool,South,Owner,Ready_to_Move
1879,Bihar,Patna,Locality_211,Independent House,3,3872,90.56,0.02,2021,Unfurnished,2,18,4,4,6,Medium,No,No,"Playground, Pool, Gym, Garden, Clubhouse",South,Broker,Under_Construction
1880,Madhya Pradesh,Bhopal,Locality_395,Villa,5,4631,398.9,0.09,1998,Unfurnished,13,15,27,9,4,Medium,No,No,Clubhouse,North,Builder,Ready_to_Move
1881,Madhya Pradesh,Bhopal,Locality_175,Apartment,4,3675,362.05,0.1,2010,Semi-furnished,22,16,15,10,6,Medium,No,Yes,"Pool, Clubhouse",South,Owner,Ready_to_Move
1882,Bihar,Gaya,Locality_119,Independent House,1,1365,322.54,0.24,2016,Unfurnished,9,11,9,2,8,High,No,No,"Clubhouse, Gym, Pool, Garden",East,Owner,Ready_to_Move
1883,Delhi,New Delhi,Locality_26,Independent House,1,4189,481.58,0.11,2009,Semi-furnished,12,14,16,3,7,Low,No,No,Clubhouse,South,Builder,Under_Construction
1884,Jharkhand,Jamshedpur,Locality_476,Apartment,4,4984,487.26,0.1,2014,Furnished,1,20,11,2,10,Low,Yes,Yes,Clubhouse,North,Owner,Ready_to_Move
1885,West Bengal,Kolkata,Locality_276,Independent House,3,4246,445.93,0.11,1990,Unfurnished,3,14,35,1,7,Low,No,No,"Clubhouse, Playground, Gym",North,Owner,Ready_to_Move
1886,Assam,Guwahati,Locality_238,Apartment,1,2006,227.0,0.11,2005,Furnished,20,6,20,10,9,High,No,Yes,"Clubhouse, Playground",East,Owner,Ready_to_Move
1887,Madhya Pradesh,Indore,Locality_14,Villa,4,1507,460.3,0.31,2011,Unfurnished,20,22,14,4,2,High,Yes,No,Garden,East,Owner,Under_Construction
1888,Andhra Pradesh,Vishakhapatnam,Locality_184,Independent House,4,1170,126.76,0.11,2022,Semi-furnished,20,11,3,2,7,High,Yes,Yes,"Gym, Playground",East,Broker,Ready_to_Move
1889,Haryana,Faridabad,Locality_117,Independent House,4,2224,99.69,0.04,2009,Unfurnished,11,14,16,10,9,High,No,No,"Pool, Garden",East,Builder,Ready_to_Move
1890,Punjab,Amritsar,Locality_471,Independent House,5,2242,65.16,0.03,2011,Semi-furnished,26,7,14,3,5,Medium,No,Yes,"Clubhouse, Playground, Gym",East,Broker,Under_Construction
1891,Rajasthan,Jaipur,Locality_207,Independent House,1,2382,412.36,0.17,1993,Unfurnished,18,30,32,3,2,Low,Yes,Yes,"Pool, Clubhouse, Gym, Garden, Playground",West,Owner,Ready_to_Move
1892,Tamil Nadu,Coimbatore,Locality_12,Apartment,3,799,75.81,0.09,1993,Semi-furnished,14,9,32,3,4,Medium,Yes,Yes,"Clubhouse, Pool, Gym, Playground, Garden",North,Broker,Under_Construction
1893,Maharashtra,Nagpur,Locality_404,Apartment,2,4816,449.96,0.09,2001,Furnished,26,5,24,3,8,Medium,No,No,"Pool, Clubhouse, Garden",North,Builder,Under_Construction
1894,Gujarat,Ahmedabad,Locality_42,Apartment,5,2376,491.0,0.21,2017,Semi-furnished,25,12,8,4,7,Medium,Yes,No,"Garden, Pool",South,Owner,Under_Construction
