ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
65417,Chhattisgarh,Raipur,Locality_422,Independent House,3,1105,408.89,0.37,1998,Furnished,4,6,27,2,8,Low,No,No,"Garden, Pool, Playground, Clubhouse",West,Owner,Under_Construction
65418,West Bengal,Durgapur,Locality_251,Independent House,1,4017,339.83,0.08,2007,Furnished,28,17,18,1,1,High,No,Yes,"Pool, Clubhouse, Playground",North,Builder,Ready_to_Move
65419,Punjab,Ludhiana,Locality_328,Independent House,1,4004,288.61,0.07,2021,Semi-furnished,22,29,4,10,5,Medium,No,No,"Pool, Gym",East,Builder,Ready_to_Move
65420,Odisha,Bhubaneswar,Locality_441,Independent House,3,4543,235.56,0.05,2014,Furnished,12,14,11,6,4,Low,No,No,"Pool, Garden, Gym, Clubhouse, Playground",South,Builder,Under_Construction
65421,Maharashtra,Mumbai,Locality_184,Apartment,4,3723,445.74,0.12,2016,Semi-furnished,23,20,9,4,10,High,Yes,No,"Garden, Clubhouse, Pool, Gym, Playground",North,Owner,Under_Construction
65422,Assam,Guwahati,Locality_429,Independent House,3,712,373.94,0.53,1994,Semi-furnished,17,7,31,8,3,Low,Yes,Yes,"Playground, Clubhouse, Gym",East,Owner,Ready_to_Move
65423,Maharashtra,Mumbai,Locality_243,Apartment,4,3830,327.73,0.09,1993,Unfurnished,15,17,32,9,2,Low,No,No,"Playground, Garden, Gym",West,Owner,Under_Construction
65424,Odisha,Cuttack,Locality_422,Independent House,5,3169,160.51,0.05,1992,Semi-furnished,30,9,33,4,3,High,Yes,Yes,"Garden, Playground, Pool, Clubhouse, Gym",South,Owner,Ready_to_Move
65425,Karnataka,Bangalore,Locality_222,Apartment,3,4037,372.07,0.09,2003,Semi-furnished,30,17,22,7,3,Medium,Yes,No,Playground,North,Builder,Ready_to_Move
65426,Jharkhand,Jamshedpur,Locality_398,Apartment,5,1764,392.9,0.22,1991,Furnished,14,3,34,10,6,High,Yes,No,"Gym, Playground, Garden",South,Owner,Under_Construction
65427,Gujarat,Surat,Locality_385,Villa,1,4522,315.42,0.07,2010,Semi-furnished,30,7,15,10,1,High,Yes,No,Garden,West,Builder,Ready_to_Move
65428,Bihar,Gaya,Locality_94,Independent House,4,3536,269.84,0.08,2013,Semi-furnished,2,8,12,4,1,High,Yes,No,"Gym, Garden",North,Builder,Under_Construction
65429,Assam,Silchar,Locality_104,Apartment,4,4783,37.63,0.01,2019,Unfurnished,4,4,6,6,6,High,Yes,Yes,"Gym, Garden, Pool, Clubhouse",West,Broker,Ready_to_Move
65430,Madhya Pradesh,Indore,Locality_292,Villa,4,683,339.17,0.5,2007,Semi-furnished,9,27,18,4,9,Medium,No,No,"Pool, Garden, Gym, Playground, Clubhouse",South,Builder,Under_Construction
65431,Bihar,Patna,Locality_244,Apartment,4,3572,195.18,0.05,2016,Unfurnished,21,24,9,7,7,Low,No,No,"Garden, Playground, Gym, Pool",North,Broker,Ready_to_Move
65432,Punjab,Ludhiana,Locality_204,Independent House,5,3605,307.62,0.09,1997,Unfurnished,4,3,28,6,4,Medium,Yes,No,"Clubhouse, Pool, Gym, Garden, Playground",East,Builder,Ready_to_Move
65433,Uttar Pradesh,Noida,Locality_401,Apartment,5,2251,32.99,0.01,1993,Semi-furnished,9,19,32,8,8,Low,No,No,"Clubhouse, Pool, Playground, Garden, Gym",East,Broker,Ready_to_Move
65434,Telangana,Hyderabad,Locality_354,Independent House,4,4452,33.38,0.01,2001,Semi-furnished,19,13,24,5,4,High,Yes,Yes,"Playground, Gym",East,Broker,Ready_to_Move
65435,Kerala,Kochi,Locality_415,Independent House,5,3638,491.43,0.14,2020,Semi-furnished,30,18,5,8,7,Low,No,Yes,"Garden, Gym, Pool",West,Owner,Ready_to_Move
65436,Gujarat,Ahmedabad,Locality_392,Villa,3,1015,446.07,0.44,1998,Furnished,14,1,27,3,8,Medium,Yes,No,Clubhouse,North,Builder,Under_Construction
65437,Haryana,Gurgaon,Locality_378,Independent House,3,2355,224.94,0.1,2018,Unfurnished,4,16,7,4,5,High,No,Yes,"Gym, Garden, Playground, Pool, Clubhouse",East,Builder,Ready_to_Move
65438,Punjab,Ludhiana,Locality_455,Apartment,4,3141,76.31,0.02,2016,Furnished,30,28,9,5,10,Medium,No,No,"Clubhouse, Garden",West,Builder,Ready_to_Move
65439,Gujarat,Surat,Locality_337,Independent House,5,2556,374.2,0.15,2009,Furnished,0,24,16,10,10,Medium,No,Yes,"Clubhouse, Garden",East,Broker,Ready_to_Move
65440,Kerala,Trivandrum,Locality_375,Independent House,4,2593,135.44,0.05,2007,Unfurnished,26,6,18,7,2,High,No,No,"Pool, Clubhouse, Playground",South,Owner,Ready_to_Move
65441,Bihar,Patna,Locality_150,Villa,3,2452,389.25,0.16,2004,Furnished,29,14,21,8,10,High,No,Yes,Gym,West,Builder,Under_Construction
65442,Karnataka,Bangalore,Locality_26,Independent House,4,2820,54.28,0.02,2013,Unfurnished,30,10,12,7,9,Low,Yes,No,Garden,South,Broker,Ready_to_Move
65443,Gujarat,Ahmedabad,Locality_56,Villa,2,916,32.56,0.04,2014,Furnished,22,26,11,8,10,High,Yes,No,"Gym, Pool",North,Broker,Under_Construction
65444,Andhra Pradesh,Vishakhapatnam,Locality_7,Independent House,4,4035,330.61,0.08,2002,Unfurnished,8,8,23,1,1,Medium,Yes,No,"Playground, Garden",West,Owner,Ready_to_Move
65445,Uttarakhand,Haridwar,Locality_296,Villa,1,4496,427.73,0.1,2004,Furnished,4,15,21,6,9,High,Yes,Yes,"Pool, Garden",South,Owner,Ready_to_Move
65446,Tamil Nadu,Coimbatore,Locality_200,Villa,3,3479,375.4,0.11,1990,Semi-furnished,6,18,35,9,1,High,Yes,No,Clubhouse,North,Owner,Ready_to_Move
65447,Haryana,Gurgaon,Locality_460,Villa,3,4406,139.33,0.03,2001,Semi-furnished,12,6,24,7,10,Medium,Yes,No,"Garden, Gym, Pool, Playground, Clubhouse",South,Broker,Ready_to_Move
65448,Kerala,Trivandrum,Locality_334,Villa,5,1182,80.06,0.07,1991,Semi-furnished,13,19,34,1,8,High,Yes,Yes,Pool,South,Builder,Ready_to_Move
65449,Andhra Pradesh,Vishakhapatnam,Locality_144,Independent House,5,1497,453.21,0.3,2004,Unfurnished,17,1,21,9,8,Medium,No,Yes,"Clubhouse, Pool",East,Builder,Under_Construction
65450,Andhra Pradesh,Vishakhapatnam,Locality_345,Villa,5,1790,49.04,0.03,1991,Furnished,14,5,34,5,4,High,Yes,Yes,"Pool, Garden, Playground, Clubhouse",West,Builder,Ready_to_Move
65451,Telangana,Hyderabad,Locality_99,Villa,2,3538,367.26,0.1,2016,Semi-furnished,9,7,9,5,6,Medium,No,No,"Playground, Gym, Garden",West,Owner,Ready_to_Move
65452,Uttarakhand,Dehradun,Locality_453,Apartment,5,3630,391.51,0.11,1999,Furnished,21,14,26,4,3,Low,Yes,No,"Gym, Playground, Garden, Clubhouse, Pool",West,Owner,Ready_to_Move
65453,West Bengal,Kolkata,Locality_375,Villa,5,2966,440.52,0.15,2019,Furnished,0,5,6,5,6,High,Yes,Yes,"Playground, Garden, Gym, Pool, Clubhouse",South,Owner,Ready_to_Move
65454,Maharashtra,Nagpur,Locality_237,Apartment,4,2251,306.35,0.14,2002,Furnished,12,29,23,2,4,High,No,No,"Gym, Pool",North,Broker,Ready_to_Move
65455,Odisha,Bhubaneswar,Locality_428,Independent House,1,2645,425.24,0.16,2015,Semi-furnished,0,5,10,3,8,Low,No,Yes,"Garden, Playground",North,Builder,Under_Construction
65456,Gujarat,Surat,Locality_211,Independent House,2,3655,97.29,0.03,1997,Unfurnished,6,13,28,7,9,Low,No,Yes,"Pool, Playground, Garden, Gym",South,Broker,Ready_to_Move
65457,Jharkhand,Jamshedpur,Locality_116,Villa,5,3154,17.25,0.01,2020,Semi-furnished,2,14,5,1,9,High,No,No,"Gym, Pool, Playground, Garden, Clubhouse",North,Builder,Ready_to_Move
65458,Bihar,Gaya,Locality_90,Independent House,3,2788,399.46,0.14,2020,Furnished,7,11,5,6,3,Medium,Yes,No,"Pool, Playground",West,Builder,Ready_to_Move
65459,West Bengal,Durgapur,Locality_339,Apartment,4,4408,340.13,0.08,1998,Furnished,26,1,27,1,10,High,No,Yes,"Pool, Garden, Gym",West,Broker,Ready_to_Move
65460,West Bengal,Durgapur,Locality_440,Villa,3,3712,209.83,0.06,2018,Unfurnished,23,6,7,10,7,Medium,Yes,No,"Playground, Pool, Clubhouse, Garden, Gym",West,Broker,Ready_to_Move
65461,Rajasthan,Jodhpur,Locality_32,Independent House,5,4625,238.7,0.05,2012,Unfurnished,17,3,13,8,5,High,Yes,Yes,"Pool, Gym, Playground, Garden",East,Builder,Under_Construction
65462,Tamil Nadu,Chennai,Locality_160,Villa,2,4260,143.71,0.03,2010,Semi-furnished,0,11,15,1,8,Low,Yes,Yes,"Garden, Gym, Playground",South,Builder,Ready_to_Move
65463,Assam,Silchar,Locality_473,Independent House,5,4166,61.13,0.01,2006,Furnished,19,15,19,10,1,Low,No,Yes,"Clubhouse, Pool, Garden, Gym, Playground",West,Broker,Under_Construction
65464,Bihar,Patna,Locality_18,Apartment,2,4265,45.11,0.01,2010,Furnished,23,29,15,2,7,Medium,Yes,Yes,"Clubhouse, Garden, Gym",South,Owner,Under_Construction
65465,Maharashtra,Mumbai,Locality_269,Villa,2,1711,302.74,0.18,2006,Furnished,28,25,19,2,8,High,No,Yes,Pool,South,Owner,Ready_to_Move
65466,Assam,Guwahati,Locality_402,Villa,2,4408,414.9,0.09,2010,Semi-furnished,25,19,15,5,2,High,No,Yes,Garden,East,Owner,Under_Construction
65467,Telangana,Warangal,Locality_103,Villa,5,1914,113.14,0.06,2003,Furnished,24,6,22,7,5,Low,Yes,Yes,"Pool, Playground",West,Broker,Under_Construction
65468,Rajasthan,Jodhpur,Locality_481,Villa,1,3172,392.47,0.12,2011,Semi-furnished,22,16,14,8,7,Medium,No,No,"Clubhouse, Playground, Pool, Gym, Garden",South,Builder,Under_Construction
65469,Uttar Pradesh,Noida,Locality_282,Apartment,3,2604,152.15,0.06,2017,Semi-furnished,26,1,8,10,7,High,Yes,Yes,"Pool, Playground",East,Owner,Ready_to_Move
65470,Kerala,Trivandrum,Locality_111,Apartment,1,4733,154.87,0.03,2000,Furnished,21,30,25,5,7,High,Yes,No,"Clubhouse, Garden",North,Broker,Under_Construction
65471,Punjab,Ludhiana,Locality_24,Independent House,2,4327,86.37,0.02,1999,Semi-furnished,22,3,26,3,7,Medium,No,Yes,"Pool, Clubhouse, Gym",West,Builder,Ready_to_Move
65472,Madhya Pradesh,Indore,Locality_346,Villa,1,2058,387.36,0.19,2001,Furnished,23,6,24,1,2,High,No,No,"Pool, Garden, Playground",West,Broker,Under_Construction
65473,Rajasthan,Jodhpur,Locality_268,Apartment,5,4917,432.58,0.09,2008,Semi-furnished,13,16,17,6,10,Medium,Yes,No,"Gym, Playground, Clubhouse, Garden, Pool",East,Builder,Ready_to_Move
65474,Jharkhand,Jamshedpur,Locality_494,Independent House,5,4968,263.16,0.05,2006,Semi-furnished,0,9,19,6,7,Low,No,Yes,"Playground, Clubhouse, Gym, Pool, Garden",West,Builder,Under_Construction
65475,Bihar,Gaya,Locality_138,Independent House,5,1281,208.46,0.16,2011,Semi-furnished,0,7,14,9,10,High,Yes,No,"Gym, Pool",East,Broker,Under_Construction
65476,Madhya Pradesh,Bhopal,Locality_455,Independent House,5,550,107.17,0.19,1993,Furnished,22,10,32,4,2,Low,No,Yes,"Pool, Garden, Clubhouse",North,Owner,Ready_to_Move
65477,Karnataka,Bangalore,Locality_224,Apartment,4,1027,73.84,0.07,2010,Unfurnished,21,12,15,3,7,Low,Yes,No,"Garden, Clubhouse",South,Broker,Ready_to_Move
65478,Chhattisgarh,Bilaspur,Locality_182,Villa,4,3634,284.22,0.08,2016,Furnished,17,5,9,1,8,High,Yes,Yes,"Clubhouse, Playground",West,Builder,Ready_to_Move
65479,Gujarat,Surat,Locality_120,Villa,2,3236,449.95,0.14,1998,Unfurnished,29,26,27,5,4,Low,Yes,Yes,"Gym, Clubhouse",North,Builder,Under_Construction
65480,Jharkhand,Jamshedpur,Locality_460,Independent House,3,1425,177.05,0.12,2010,Semi-furnished,25,27,15,10,6,Medium,Yes,No,"Garden, Pool",East,Builder,Under_Construction
65481,Maharashtra,Pune,Locality_161,Independent House,4,4201,290.97,0.07,2022,Furnished,27,11,3,5,8,Low,Yes,No,"Playground, Clubhouse",West,Builder,Ready_to_Move
65482,Uttar Pradesh,Noida,Locality_40,Apartment,5,3817,413.08,0.11,1996,Semi-furnished,25,24,29,10,9,High,Yes,No,Pool,East,Builder,Ready_to_Move
65483,Assam,Guwahati,Locality_311,Villa,5,1044,282.79,0.27,2010,Unfurnished,21,26,15,1,9,Medium,Yes,No,"Garden, Playground",West,Broker,Ready_to_Move
65484,Haryana,Gurgaon,Locality_266,Villa,4,4804,392.77,0.08,1995,Semi-furnished,30,6,30,8,8,Medium,Yes,Yes,"Pool, Garden, Playground, Clubhouse, Gym",South,Broker,Under_Construction
65485,Andhra Pradesh,Vishakhapatnam,Locality_367,Independent House,3,1722,19.68,0.01,2012,Semi-furnished,25,2,13,1,2,High,No,No,"Playground, Gym, Garden, Clubhouse, Pool",West,Broker,Under_Construction
65486,Uttarakhand,Haridwar,Locality_356,Villa,4,898,230.47,0.26,1998,Furnished,2,9,27,2,5,Low,Yes,No,"Pool, Clubhouse, Playground, Gym",North,Broker,Under_Construction
65487,Assam,Silchar,Locality_196,Independent House,5,4099,473.05,0.12,2000,Furnished,11,1,25,6,10,Low,Yes,No,"Playground, Pool, Garden, Clubhouse",South,Builder,Ready_to_Move
65488,Karnataka,Mysore,Locality_295,Apartment,5,3721,80.29,0.02,2021,Unfurnished,13,29,4,9,9,Low,Yes,No,"Clubhouse, Gym",West,Builder,Under_Construction
65489,West Bengal,Durgapur,Locality_306,Independent House,2,3291,369.78,0.11,2020,Unfurnished,12,29,5,1,6,High,No,No,Clubhouse,East,Broker,Under_Construction
65490,Chhattisgarh,Bilaspur,Locality_386,Villa,1,4642,120.1,0.03,1996,Unfurnished,12,24,29,10,8,High,Yes,No,Garden,East,Owner,Under_Construction
65491,Kerala,Trivandrum,Locality_366,Villa,1,4077,474.25,0.12,2014,Furnished,19,20,11,4,9,Low,No,Yes,"Garden, Gym, Clubhouse, Pool",South,Broker,Ready_to_Move
65492,Punjab,Amritsar,Locality_12,Villa,5,2730,458.04,0.17,2005,Unfurnished,12,16,20,2,10,High,No,No,"Clubhouse, Gym",West,Owner,Under_Construction
65493,Maharashtra,Mumbai,Locality_222,Apartment,5,3805,152.97,0.04,1990,Furnished,18,7,35,5,8,Low,No,Yes,"Garden, Pool, Playground, Clubhouse, Gym",North,Owner,Ready_to_Move
65494,West Bengal,Kolkata,Locality_355,Villa,3,1743,288.25,0.17,2021,Unfurnished,9,10,4,6,10,High,Yes,No,Pool,North,Broker,Ready_to_Move
65495,Bihar,Patna,Locality_398,Independent House,1,2629,301.87,0.11,1996,Furnished,17,20,29,3,7,High,No,Yes,Pool,East,Owner,Under_Construction
65496,Assam,Guwahati,Locality_274,Independent House,5,3265,290.27,0.09,1996,Unfurnished,15,10,29,7,6,Medium,No,No,"Garden, Clubhouse, Pool, Gym",South,Builder,Ready_to_Move
65497,Uttar Pradesh,Noida,Locality_97,Villa,5,4710,452.34,0.1,2019,Furnished,20,7,6,1,9,Medium,Yes,Yes,"Clubhouse, Playground, Pool",South,Builder,Under_Construction
65498,Telangana,Warangal,Locality_196,Independent House,2,1098,449.56,0.41,2014,Unfurnished,7,7,11,9,9,High,No,Yes,"Pool, Garden, Clubhouse, Gym",South,Broker,Ready_to_Move
65499,West Bengal,Kolkata,Locality_35,Apartment,4,971,154.26,0.16,1994,Furnished,28,12,31,3,6,Medium,Yes,No,"Playground, Garden, Pool",West,Owner,Ready_to_Move
65500,Andhra Pradesh,Vishakhapatnam,Locality_101,Independent House,4,3224,277.38,0.09,2001,Unfurnished,16,8,24,7,5,High,No,Yes,"Playground, Garden",North,Owner,Ready_to_Move
65501,Chhattisgarh,Bilaspur,Locality_180,Apartment,4,4199,27.31,0.01,2023,Semi-furnished,14,9,2,2,5,Low,Yes,Yes,"Clubhouse, Playground, Gym, Garden",North,Builder,Ready_to_Move
65502,Punjab,Ludhiana,Locality_468,Villa,3,2639,247.72,0.09,2021,Unfurnished,5,24,4,4,2,Medium,No,No,"Garden, Gym, Pool, Clubhouse, Playground",North,Builder,Ready_to_Move
65503,Uttarakhand,Dehradun,Locality_112,Apartment,4,4644,446.36,0.1,2018,Semi-furnished,28,28,7,7,3,Low,No,Yes,Gym,West,Builder,Ready_to_Move
65504,Kerala,Trivandrum,Locality_93,Villa,3,953,146.41,0.15,2009,Unfurnished,21,18,16,4,4,Medium,No,Yes,"Playground, Pool, Gym, Clubhouse, Garden",West,Builder,Under_Construction
65505,Tamil Nadu,Coimbatore,Locality_362,Independent House,5,1615,121.32,0.08,2021,Furnished,8,19,4,1,1,Medium,Yes,No,"Clubhouse, Garden, Pool, Gym",South,Builder,Under_Construction
65506,Kerala,Trivandrum,Locality_220,Apartment,3,4790,328.1,0.07,2021,Semi-furnished,11,22,4,3,10,Low,Yes,Yes,"Pool, Gym, Garden, Clubhouse, Playground",East,Owner,Under_Construction
65507,Bihar,Gaya,Locality_469,Villa,2,4114,376.54,0.09,2015,Unfurnished,19,12,10,9,7,High,No,No,"Pool, Garden, Gym, Playground, Clubhouse",East,Builder,Ready_to_Move
65508,Uttarakhand,Dehradun,Locality_495,Independent House,4,3414,149.04,0.04,2019,Furnished,18,6,6,8,8,High,Yes,No,"Garden, Playground",East,Owner,Ready_to_Move
65509,Karnataka,Mangalore,Locality_390,Independent House,2,2559,286.63,0.11,2009,Furnished,22,28,16,10,9,Low,No,Yes,"Pool, Clubhouse",East,Broker,Ready_to_Move
65510,Punjab,Ludhiana,Locality_253,Apartment,4,3306,404.8,0.12,2012,Furnished,2,6,13,7,3,Medium,No,Yes,Garden,West,Owner,Ready_to_Move
65511,Kerala,Trivandrum,Locality_128,Apartment,4,2746,354.35,0.13,2010,Furnished,8,7,15,3,5,Medium,No,Yes,"Garden, Gym, Clubhouse, Playground, Pool",North,Broker,Ready_to_Move
65512,Bihar,Patna,Locality_75,Villa,1,2722,394.55,0.14,2011,Semi-furnished,12,20,14,1,6,High,No,Yes,"Clubhouse, Playground, Pool, Gym, Garden",North,Builder,Ready_to_Move
65513,Haryana,Gurgaon,Locality_387,Villa,5,4081,92.49,0.02,1993,Unfurnished,4,13,32,1,9,Low,Yes,Yes,"Pool, Playground, Clubhouse",North,Builder,Under_Construction
65514,Delhi,New Delhi,Locality_496,Villa,5,1545,402.75,0.26,1990,Unfurnished,13,11,35,9,7,Medium,Yes,Yes,"Pool, Garden, Gym",West,Builder,Ready_to_Move
65515,Madhya Pradesh,Indore,Locality_81,Villa,2,1661,191.73,0.12,1991,Unfurnished,27,1,34,10,3,Medium,No,No,"Playground, Clubhouse, Garden, Pool",West,Builder,Ready_to_Move
65516,Rajasthan,Jodhpur,Locality_120,Independent House,2,1691,421.67,0.25,1992,Unfurnished,23,29,33,2,7,High,Yes,Yes,"Pool, Clubhouse, Garden, Playground, Gym",North,Builder,Ready_to_Move
65517,Odisha,Cuttack,Locality_394,Independent House,3,4229,358.29,0.08,2013,Semi-furnished,3,14,12,5,1,High,Yes,No,"Playground, Pool, Clubhouse, Garden",West,Broker,Under_Construction
65518,Uttarakhand,Dehradun,Locality_227,Apartment,3,1405,16.59,0.01,2014,Furnished,2,10,11,6,2,Low,No,Yes,"Clubhouse, Playground, Gym, Pool",West,Broker,Ready_to_Move
65519,Gujarat,Surat,Locality_92,Villa,4,4082,264.87,0.06,2012,Semi-furnished,17,10,13,9,1,Low,No,Yes,"Playground, Pool",North,Builder,Ready_to_Move
65520,Andhra Pradesh,Vijayawada,Locality_256,Apartment,1,666,41.02,0.06,2019,Unfurnished,18,27,6,6,6,High,No,Yes,"Pool, Clubhouse, Playground",South,Builder,Under_Construction
65521,Maharashtra,Mumbai,Locality_168,Apartment,1,2660,371.85,0.14,2015,Furnished,29,10,10,7,7,Medium,No,Yes,Garden,North,Broker,Ready_to_Move
65522,Telangana,Warangal,Locality_494,Independent House,3,3525,430.14,0.12,2014,Unfurnished,2,26,11,6,6,Medium,No,No,Playground,North,Broker,Under_Construction
65523,Maharashtra,Mumbai,Locality_98,Apartment,4,3011,58.12,0.02,1999,Unfurnished,3,22,26,2,4,Medium,Yes,No,"Garden, Gym, Pool, Clubhouse, Playground",East,Broker,Ready_to_Move
65524,Chhattisgarh,Raipur,Locality_219,Apartment,5,2699,416.34,0.15,2003,Semi-furnished,2,24,22,10,10,Medium,No,No,"Gym, Clubhouse, Playground, Garden, Pool",East,Owner,Ready_to_Move
65525,West Bengal,Kolkata,Locality_83,Apartment,4,2404,437.48,0.18,1994,Furnished,19,16,31,5,5,Low,Yes,Yes,"Clubhouse, Garden, Gym, Playground, Pool",South,Builder,Under_Construction
65526,Rajasthan,Jodhpur,Locality_93,Independent House,3,3755,355.71,0.09,2012,Furnished,23,11,13,10,3,Medium,Yes,No,Pool,North,Owner,Ready_to_Move
65527,Assam,Guwahati,Locality_134,Apartment,4,3457,488.12,0.14,2020,Furnished,23,30,5,5,9,Medium,Yes,Yes,"Clubhouse, Garden",West,Broker,Ready_to_Move
65528,West Bengal,Durgapur,Locality_178,Independent House,4,1333,298.5,0.22,1991,Semi-furnished,27,10,34,4,2,Low,No,Yes,"Garden, Gym, Pool, Clubhouse, Playground",East,Owner,Ready_to_Move
65529,Maharashtra,Nagpur,Locality_292,Apartment,2,3253,418.78,0.13,2006,Semi-furnished,7,19,19,7,2,High,No,Yes,"Pool, Gym, Garden, Clubhouse, Playground",West,Owner,Ready_to_Move
65530,Maharashtra,Mumbai,Locality_260,Villa,1,1631,425.81,0.26,2004,Unfurnished,20,20,21,1,8,High,No,Yes,"Clubhouse, Garden, Gym, Playground",West,Owner,Under_Construction
65531,Maharashtra,Pune,Locality_290,Villa,5,4986,496.38,0.1,2008,Semi-furnished,26,24,17,8,8,Low,Yes,No,Playground,East,Owner,Ready_to_Move
65532,Gujarat,Ahmedabad,Locality_305,Apartment,5,1356,188.11,0.14,2021,Unfurnished,27,27,4,4,5,High,Yes,No,"Garden, Playground, Clubhouse, Pool, Gym",East,Owner,Under_Construction
65533,Uttarakhand,Haridwar,Locality_83,Independent House,1,3340,380.45,0.11,1991,Unfurnished,24,16,34,4,8,Medium,Yes,Yes,"Clubhouse, Garden, Pool, Playground",South,Broker,Ready_to_Move
65534,Odisha,Bhubaneswar,Locality_182,Villa,1,1686,388.95,0.23,2023,Unfurnished,29,5,2,8,2,Low,No,Yes,"Gym, Playground, Pool, Clubhouse",East,Owner,Ready_to_Move
65535,Chhattisgarh,Raipur,Locality_202,Villa,5,4795,65.72,0.01,1996,Furnished,6,18,29,10,5,Low,Yes,No,Clubhouse,North,Owner,Ready_to_Move
65536,Maharashtra,Pune,Locality_184,Independent House,4,1811,463.51,0.26,2006,Unfurnished,21,18,19,8,4,Low,Yes,Yes,"Playground, Pool, Garden",North,Builder,Ready_to_Move
65537,Telangana,Warangal,Locality_316,Apartment,3,2905,350.69,0.12,2020,Semi-furnished,23,10,5,3,4,High,No,Yes,"Clubhouse, Pool, Garden, Playground, Gym",East,Builder,Under_Construction
65538,Odisha,Bhubaneswar,Locality_99,Independent House,4,2957,134.58,0.05,2004,Unfurnished,2,25,21,10,8,High,Yes,Yes,Clubhouse,East,Owner,Ready_to_Move
65539,Chhattisgarh,Bilaspur,Locality_263,Villa,5,4904,265.81,0.05,1996,Unfurnished,4,11,29,5,9,Medium,Yes,No,Playground,North,Builder,Ready_to_Move
65540,West Bengal,Durgapur,Locality_209,Apartment,4,2200,470.5,0.21,1996,Unfurnished,28,3,29,5,8,Medium,No,Yes,"Playground, Pool, Clubhouse, Gym",East,Owner,Ready_to_Move
65541,Punjab,Amritsar,Locality_184,Independent House,1,4102,224.59,0.05,2022,Semi-furnished,30,29,3,6,3,Medium,No,No,Pool,North,Broker,Ready_to_Move
65542,Telangana,Hyderabad,Locality_430,Independent House,2,2753,484.93,0.18,2017,Unfurnished,28,20,8,4,7,Medium,Yes,No,"Playground, Gym, Clubhouse",North,Broker,Under_Construction
65543,Haryana,Faridabad,Locality_428,Independent House,4,3270,352.47,0.11,2005,Unfurnished,22,11,20,1,7,High,No,Yes,"Pool, Clubhouse, Garden, Gym, Playground",West,Builder,Ready_to_Move
65544,Haryana,Faridabad,Locality_198,Villa,4,4370,164.78,0.04,2019,Furnished,26,29,6,3,5,Medium,No,No,"Pool, Playground, Garden, Gym, Clubhouse",North,Builder,Ready_to_Move
65545,Uttar Pradesh,Lucknow,Locality_208,Villa,5,4636,422.28,0.09,2011,Semi-furnished,4,24,14,9,1,High,No,Yes,"Garden, Pool, Playground",North,Owner,Under_Construction
65546,Maharashtra,Pune,Locality_494,Independent House,1,543,487.54,0.9,1992,Furnished,7,15,33,7,2,High,Yes,Yes,Garden,East,Owner,Ready_to_Move
65547,Uttarakhand,Dehradun,Locality_3,Villa,1,4460,256.17,0.06,1992,Furnished,12,4,33,1,8,Medium,No,Yes,Pool,South,Owner,Ready_to_Move
65548,West Bengal,Durgapur,Locality_124,Apartment,3,638,487.32,0.76,1998,Unfurnished,17,6,27,10,4,Medium,Yes,Yes,"Pool, Clubhouse, Playground, Gym",West,Builder,Ready_to_Move
65549,West Bengal,Kolkata,Locality_272,Apartment,1,748,446.95,0.6,2005,Semi-furnished,23,10,20,8,4,High,Yes,Yes,"Playground, Gym",South,Builder,Under_Construction
65550,Gujarat,Ahmedabad,Locality_238,Villa,2,4840,225.99,0.05,2008,Unfurnished,6,14,17,9,9,High,No,No,"Gym, Pool, Garden, Playground",East,Owner,Under_Construction
65551,Gujarat,Ahmedabad,Locality_338,Apartment,4,3925,170.46,0.04,2000,Unfurnished,8,26,25,10,6,High,No,Yes,"Gym, Garden, Pool",East,Broker,Ready_to_Move
65552,Tamil Nadu,Chennai,Locality_169,Villa,2,582,260.52,0.45,1994,Unfurnished,21,16,31,10,6,High,Yes,No,"Clubhouse, Garden, Pool",West,Owner,Ready_to_Move
65553,West Bengal,Durgapur,Locality_489,Apartment,4,3058,245.21,0.08,1993,Unfurnished,5,10,32,10,6,High,No,No,"Pool, Playground, Garden, Clubhouse",North,Builder,Under_Construction
65554,Assam,Guwahati,Locality_238,Apartment,3,1568,101.81,0.06,2022,Unfurnished,22,5,3,1,9,High,Yes,No,"Gym, Playground, Clubhouse, Pool, Garden",South,Broker,Under_Construction
65555,Chhattisgarh,Bilaspur,Locality_173,Apartment,3,3168,258.05,0.08,2021,Semi-furnished,23,2,4,5,2,Medium,No,Yes,"Playground, Gym, Clubhouse",West,Owner,Ready_to_Move
65556,Tamil Nadu,Coimbatore,Locality_314,Villa,2,4285,306.89,0.07,1994,Furnished,27,27,31,2,8,Medium,No,No,"Clubhouse, Garden, Pool, Gym, Playground",South,Broker,Under_Construction
65557,Andhra Pradesh,Vishakhapatnam,Locality_126,Apartment,3,3197,173.77,0.05,2011,Furnished,1,21,14,10,9,High,Yes,No,"Pool, Playground, Gym",East,Owner,Under_Construction
65558,Uttarakhand,Dehradun,Locality_440,Apartment,5,1677,116.41,0.07,2011,Furnished,25,12,14,7,4,High,No,Yes,"Gym, Clubhouse, Pool, Garden, Playground",South,Builder,Under_Construction
