ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
242963,Maharashtra,Pune,Locality_405,Independent House,5,2180,486.02,0.22,2021,Furnished,10,5,4,9,1,Low,No,No,"Playground, Garden, Clubhouse, Pool",South,Broker,Under_Construction
242964,Kerala,Trivandrum,Locality_231,Independent House,4,3825,197.79,0.05,2015,Unfurnished,6,24,10,6,1,High,Yes,No,"Pool, Gym, Clubhouse, Playground, Garden",West,Broker,Ready_to_Move
242965,Kerala,Trivandrum,Locality_479,Villa,2,4641,12.92,0.0,1997,Unfurnished,22,21,28,5,6,Medium,No,Yes,"Garden, Clubhouse",West,Builder,Ready_to_Move
242966,Punjab,Ludhiana,Locality_32,Villa,5,3867,56.1,0.01,2019,Unfurnished,8,5,6,1,10,Low,No,Yes,"Pool, Garden, Gym, Playground, Clubhouse",East,Broker,Under_Construction
242967,Gujarat,Surat,Locality_468,Apartment,3,1720,214.03,0.12,1993,Semi-furnished,14,10,32,2,3,Low,Yes,Yes,"Playground, Gym, Clubhouse",West,Broker,Ready_to_Move
242968,West Bengal,Durgapur,Locality_215,Apartment,2,3521,208.33,0.06,2023,Furnished,27,7,2,4,8,Medium,No,No,Playground,East,Builder,Under_Construction
242969,Delhi,Dwarka,Locality_49,Villa,2,3599,68.02,0.02,2018,Semi-furnished,1,4,7,6,6,Medium,Yes,Yes,"Clubhouse, Gym, Pool, Garden, Playground",West,Owner,Ready_to_Move
242970,Assam,Guwahati,Locality_93,Independent House,4,858,250.07,0.29,2000,Furnished,18,28,25,8,7,Low,Yes,No,Pool,South,Builder,Under_Construction
242971,Uttar Pradesh,Lucknow,Locality_32,Independent House,2,1345,238.29,0.18,2020,Unfurnished,7,13,5,3,4,Medium,Yes,Yes,"Clubhouse, Playground",East,Broker,Ready_to_Move
242972,Gujarat,Surat,Locality_203,Independent House,2,1879,10.69,0.01,2023,Semi-furnished,0,16,2,4,1,Low,No,No,"Clubhouse, Gym, Pool",North,Builder,Ready_to_Move
242973,Gujarat,Surat,Locality_171,Villa,1,4875,494.16,0.1,2017,Unfurnished,17,4,8,8,9,Low,No,No,Playground,West,Builder,Under_Construction
242974,Andhra Pradesh,Vijayawada,Locality_479,Apartment,1,1030,436.65,0.42,2007,Furnished,19,14,18,5,9,High,No,Yes,"Gym, Clubhouse, Garden",East,Owner,Ready_to_Move
242975,Punjab,Amritsar,Locality_114,Independent House,4,2816,62.62,0.02,1997,Furnished,1,20,28,7,3,Low,No,Yes,"Pool, Gym, Garden",West,Broker,Ready_to_Move
242976,Tamil Nadu,Coimbatore,Locality_169,Villa,2,2670,235.44,0.09,2001,Unfurnished,13,4,24,7,3,High,Yes,No,"Gym, Garden",East,Builder,Under_Construction
242977,Kerala,Kochi,Locality_138,Villa,5,2600,181.13,0.07,2001,Semi-furnished,5,17,24,9,6,Medium,No,No,"Playground, Gym, Garden, Pool",East,Owner,Under_Construction
242978,Chhattisgarh,Raipur,Locality_172,Villa,1,3068,193.83,0.06,1996,Semi-furnished,5,11,29,8,4,Low,Yes,Yes,Playground,North,Builder,Under_Construction
242979,Gujarat,Surat,Locality_74,Independent House,1,1755,136.78,0.08,1996,Furnished,5,10,29,1,2,Medium,No,Yes,"Clubhouse, Gym",West,Builder,Ready_to_Move
242980,Gujarat,Surat,Locality_229,Independent House,5,3177,171.11,0.05,2000,Unfurnished,0,29,25,7,6,Medium,Yes,No,"Clubhouse, Garden, Gym, Pool",North,Broker,Under_Construction
242981,Jharkhand,Jamshedpur,Locality_499,Apartment,5,659,367.25,0.56,2022,Semi-furnished,14,6,3,10,2,Low,No,Yes,"Pool, Garden, Gym, Playground",North,Owner,Ready_to_Move
242982,Punjab,Ludhiana,Locality_383,Independent House,5,4127,193.07,0.05,2005,Semi-furnished,18,1,20,4,6,Medium,Yes,Yes,Gym,North,Broker,Under_Construction
242983,Uttarakhand,Dehradun,Locality_19,Independent House,3,3154,248.91,0.08,2005,Furnished,20,21,20,1,3,Medium,Yes,Yes,"Clubhouse, Pool",North,Owner,Ready_to_Move
242984,Assam,Guwahati,Locality_173,Villa,3,3169,64.12,0.02,2021,Unfurnished,20,26,4,3,4,Low,Yes,Yes,"Pool, Gym, Garden, Playground, Clubhouse",West,Owner,Ready_to_Move
242985,Kerala,Kochi,Locality_229,Apartment,4,4163,22.8,0.01,1992,Unfurnished,0,24,33,2,2,Low,No,Yes,"Pool, Playground, Garden",East,Builder,Under_Construction
242986,Odisha,Bhubaneswar,Locality_328,Independent House,1,1387,241.82,0.17,2015,Semi-furnished,2,16,10,8,6,Low,Yes,No,"Garden, Pool, Clubhouse",West,Owner,Under_Construction
242987,West Bengal,Kolkata,Locality_71,Independent House,3,4861,187.11,0.04,1998,Semi-furnished,29,3,27,4,1,High,No,No,"Pool, Clubhouse, Gym",North,Owner,Ready_to_Move
242988,Gujarat,Surat,Locality_236,Apartment,1,4267,191.39,0.04,2007,Unfurnished,4,21,18,8,8,High,Yes,Yes,"Clubhouse, Gym",North,Owner,Under_Construction
242989,Madhya Pradesh,Indore,Locality_103,Villa,1,4768,466.12,0.1,1993,Furnished,15,4,32,4,4,Low,No,No,Gym,East,Broker,Under_Construction
242990,Maharashtra,Mumbai,Locality_7,Villa,2,4039,18.84,0.0,1995,Unfurnished,27,4,30,9,7,High,No,Yes,"Garden, Pool, Gym, Playground, Clubhouse",East,Owner,Under_Construction
242991,Uttarakhand,Haridwar,Locality_500,Apartment,2,2073,25.96,0.01,1997,Unfurnished,7,11,28,5,10,Medium,Yes,Yes,Gym,West,Broker,Ready_to_Move
242992,Odisha,Bhubaneswar,Locality_115,Apartment,4,997,40.1,0.04,2008,Semi-furnished,24,6,17,1,8,Low,No,Yes,Gym,West,Broker,Ready_to_Move
242993,Madhya Pradesh,Indore,Locality_259,Villa,3,3060,328.29,0.11,1994,Furnished,4,18,31,5,1,Low,Yes,Yes,"Clubhouse, Garden",South,Owner,Ready_to_Move
242994,Haryana,Gurgaon,Locality_348,Apartment,5,3995,383.6,0.1,2013,Unfurnished,22,4,12,7,10,Medium,Yes,Yes,"Clubhouse, Gym, Garden, Pool",West,Builder,Under_Construction
242995,Delhi,New Delhi,Locality_364,Apartment,2,1269,239.46,0.19,2013,Furnished,16,26,12,4,8,Low,No,Yes,"Garden, Gym, Pool, Clubhouse",East,Builder,Under_Construction
242996,Telangana,Hyderabad,Locality_205,Independent House,1,1805,467.34,0.26,1998,Unfurnished,18,12,27,3,6,High,Yes,Yes,"Pool, Gym",West,Owner,Under_Construction
242997,Odisha,Cuttack,Locality_61,Independent House,2,1076,231.6,0.22,2001,Unfurnished,23,23,24,7,1,Medium,Yes,No,Playground,West,Owner,Under_Construction
242998,Kerala,Trivandrum,Locality_278,Independent House,3,3479,173.14,0.05,2023,Furnished,30,24,2,1,7,Low,No,Yes,"Gym, Playground, Garden, Pool, Clubhouse",East,Owner,Ready_to_Move
242999,Chhattisgarh,Raipur,Locality_376,Villa,2,2939,79.2,0.03,1992,Unfurnished,29,2,33,9,8,High,No,Yes,"Garden, Pool, Playground",West,Builder,Under_Construction
243000,Gujarat,Ahmedabad,Locality_470,Independent House,2,4174,118.24,0.03,2013,Furnished,27,29,12,3,9,High,Yes,Yes,"Garden, Gym, Clubhouse",West,Broker,Ready_to_Move
243001,Maharashtra,Nagpur,Locality_199,Apartment,3,4087,285.72,0.07,2009,Semi-furnished,20,22,16,2,4,Medium,No,Yes,"Clubhouse, Gym",East,Builder,Ready_to_Move
243002,Andhra Pradesh,Vijayawada,Locality_297,Apartment,4,3269,393.48,0.12,2013,Semi-furnished,29,4,12,10,2,High,No,Yes,"Garden, Clubhouse",West,Owner,Ready_to_Move
243003,Rajasthan,Jodhpur,Locality_179,Apartment,3,4852,242.16,0.05,2007,Furnished,11,18,18,3,2,Medium,No,No,Pool,East,Broker,Ready_to_Move
243004,Telangana,Hyderabad,Locality_80,Independent House,3,3216,349.65,0.11,2020,Furnished,11,29,5,7,9,High,Yes,No,"Playground, Garden, Gym",West,Builder,Ready_to_Move
243005,Andhra Pradesh,Vishakhapatnam,Locality_182,Villa,3,1810,78.05,0.04,2016,Furnished,20,11,9,1,2,High,No,No,"Pool, Gym, Clubhouse, Garden, Playground",West,Builder,Ready_to_Move
243006,Uttarakhand,Haridwar,Locality_226,Independent House,2,4411,281.61,0.06,2023,Unfurnished,9,12,2,7,10,Low,No,No,"Garden, Playground",East,Broker,Ready_to_Move
243007,Jharkhand,Ranchi,Locality_480,Independent House,3,3592,97.51,0.03,1996,Semi-furnished,13,25,29,7,7,Medium,Yes,Yes,"Pool, Playground, Garden, Clubhouse",East,Broker,Ready_to_Move
243008,Gujarat,Ahmedabad,Locality_421,Villa,1,522,286.24,0.55,2004,Unfurnished,10,12,21,3,4,Low,No,Yes,"Gym, Playground",East,Builder,Ready_to_Move
243009,Assam,Silchar,Locality_486,Villa,2,4310,40.52,0.01,2016,Semi-furnished,15,29,9,9,4,Low,Yes,Yes,Playground,South,Builder,Ready_to_Move
243010,Kerala,Trivandrum,Locality_43,Apartment,2,3915,104.8,0.03,2021,Semi-furnished,1,22,4,8,6,High,Yes,No,"Clubhouse, Gym",North,Builder,Ready_to_Move
243011,Madhya Pradesh,Indore,Locality_214,Independent House,5,1358,259.55,0.19,1994,Semi-furnished,26,4,31,4,9,Low,No,No,"Pool, Clubhouse, Garden, Gym, Playground",East,Owner,Ready_to_Move
243012,Chhattisgarh,Raipur,Locality_378,Apartment,2,2711,121.78,0.04,2015,Unfurnished,6,17,10,9,9,High,Yes,No,"Pool, Garden, Playground, Clubhouse",West,Owner,Under_Construction
243013,West Bengal,Kolkata,Locality_380,Apartment,5,2774,292.95,0.11,2004,Semi-furnished,12,2,21,7,9,High,Yes,Yes,"Playground, Garden, Gym, Pool",North,Owner,Ready_to_Move
243014,Uttar Pradesh,Noida,Locality_470,Villa,2,663,317.08,0.48,1999,Unfurnished,21,20,26,3,7,High,Yes,No,"Gym, Garden",East,Broker,Under_Construction
243015,Punjab,Amritsar,Locality_119,Independent House,3,4464,64.14,0.01,2001,Unfurnished,13,19,24,6,5,High,Yes,Yes,"Pool, Clubhouse",West,Broker,Under_Construction
243016,Gujarat,Ahmedabad,Locality_218,Apartment,4,4507,458.74,0.1,1990,Furnished,28,6,35,6,6,Low,Yes,No,Garden,West,Broker,Ready_to_Move
243017,Uttar Pradesh,Noida,Locality_4,Apartment,5,1259,139.03,0.11,2008,Furnished,7,4,17,2,5,Medium,Yes,No,"Clubhouse, Garden, Playground, Pool, Gym",East,Broker,Under_Construction
243018,Chhattisgarh,Raipur,Locality_91,Independent House,5,1915,78.22,0.04,2016,Semi-furnished,14,23,9,6,5,Low,Yes,No,"Clubhouse, Pool, Playground, Garden, Gym",East,Owner,Ready_to_Move
243019,Kerala,Trivandrum,Locality_61,Apartment,1,1219,93.81,0.08,2023,Furnished,16,14,2,5,1,High,Yes,Yes,"Clubhouse, Playground, Gym, Pool",South,Builder,Under_Construction
243020,Delhi,New Delhi,Locality_149,Independent House,5,3783,466.45,0.12,2010,Furnished,3,14,15,3,6,Medium,No,No,Gym,West,Builder,Under_Construction
243021,Karnataka,Mysore,Locality_495,Villa,5,2263,203.06,0.09,2016,Semi-furnished,20,7,9,3,10,High,No,Yes,"Playground, Garden, Pool, Gym, Clubhouse",South,Broker,Under_Construction
243022,Jharkhand,Jamshedpur,Locality_39,Apartment,2,2535,259.95,0.1,2018,Furnished,2,10,7,3,3,Low,No,No,"Garden, Clubhouse, Playground, Pool",West,Owner,Ready_to_Move
243023,Delhi,New Delhi,Locality_325,Apartment,4,3399,406.09,0.12,1998,Semi-furnished,4,18,27,6,3,Low,Yes,No,"Pool, Garden, Gym",East,Broker,Under_Construction
243024,Maharashtra,Pune,Locality_305,Villa,1,3704,118.56,0.03,2017,Unfurnished,25,6,8,6,5,Medium,No,Yes,"Playground, Pool, Clubhouse, Garden, Gym",South,Owner,Ready_to_Move
243025,Andhra Pradesh,Vijayawada,Locality_146,Villa,4,3004,328.09,0.11,2022,Semi-furnished,24,28,3,8,2,Medium,Yes,No,"Clubhouse, Pool, Garden, Playground, Gym",North,Broker,Under_Construction
243026,Karnataka,Mysore,Locality_286,Independent House,1,733,370.63,0.51,1993,Semi-furnished,23,29,32,2,7,Low,No,No,"Clubhouse, Garden",West,Broker,Under_Construction
243027,Uttarakhand,Haridwar,Locality_422,Independent House,5,2101,62.47,0.03,2006,Furnished,14,23,19,6,9,High,No,No,"Garden, Clubhouse, Gym, Pool",North,Broker,Under_Construction
243028,Rajasthan,Jaipur,Locality_471,Independent House,1,4672,366.88,0.08,2015,Semi-furnished,25,2,10,6,7,Low,No,Yes,"Pool, Garden, Clubhouse, Playground, Gym",South,Builder,Under_Construction
243029,Jharkhand,Ranchi,Locality_160,Independent House,2,919,60.68,0.07,1990,Furnished,11,4,35,3,2,High,No,No,Garden,South,Owner,Under_Construction
243030,West Bengal,Kolkata,Locality_472,Independent House,4,1365,451.23,0.33,2011,Semi-furnished,26,19,14,10,7,Medium,Yes,No,"Playground, Gym, Clubhouse, Garden",South,Broker,Under_Construction
243031,Haryana,Faridabad,Locality_235,Apartment,2,615,24.68,0.04,2007,Unfurnished,17,24,18,9,7,Low,No,Yes,"Gym, Garden, Playground",South,Owner,Ready_to_Move
243032,Uttar Pradesh,Noida,Locality_262,Independent House,5,3283,175.36,0.05,2013,Semi-furnished,18,10,12,3,1,High,No,No,"Playground, Pool, Garden, Gym, Clubhouse",North,Owner,Under_Construction
243033,Odisha,Bhubaneswar,Locality_477,Independent House,1,2466,484.88,0.2,2008,Semi-furnished,12,13,17,9,9,High,No,No,"Clubhouse, Gym, Playground, Garden",East,Broker,Under_Construction
243034,Haryana,Gurgaon,Locality_456,Independent House,3,1414,104.86,0.07,2007,Furnished,29,27,18,1,5,Medium,Yes,Yes,"Gym, Clubhouse",North,Builder,Under_Construction
243035,Tamil Nadu,Coimbatore,Locality_12,Independent House,5,896,496.5,0.55,2009,Furnished,3,21,16,7,4,High,No,Yes,"Garden, Gym",East,Owner,Under_Construction
243036,Gujarat,Surat,Locality_284,Villa,2,1002,354.94,0.35,2001,Unfurnished,28,1,24,5,1,High,Yes,Yes,"Pool, Garden, Gym, Playground, Clubhouse",South,Builder,Ready_to_Move
243037,Tamil Nadu,Chennai,Locality_225,Villa,2,2429,163.06,0.07,2003,Furnished,25,3,22,6,3,Low,No,Yes,"Pool, Playground",North,Owner,Under_Construction
243038,Rajasthan,Jaipur,Locality_350,Apartment,5,1249,145.74,0.12,2000,Unfurnished,25,2,25,2,10,Low,Yes,No,"Pool, Garden, Gym, Playground, Clubhouse",East,Owner,Under_Construction
243039,Maharashtra,Pune,Locality_364,Apartment,3,3005,32.38,0.01,1995,Semi-furnished,30,16,30,10,8,Medium,No,No,"Clubhouse, Playground",South,Broker,Under_Construction
243040,Chhattisgarh,Bilaspur,Locality_168,Independent House,4,1293,97.19,0.08,1990,Semi-furnished,8,17,35,8,10,Low,Yes,No,Garden,West,Owner,Ready_to_Move
243041,Madhya Pradesh,Bhopal,Locality_150,Apartment,3,3408,452.64,0.13,2000,Semi-furnished,14,29,25,10,2,Medium,Yes,Yes,"Clubhouse, Pool, Gym",North,Builder,Under_Construction
243042,Delhi,Dwarka,Locality_403,Villa,1,4387,461.76,0.11,2011,Semi-furnished,12,4,14,6,6,Medium,Yes,Yes,"Clubhouse, Pool, Garden, Playground, Gym",West,Owner,Under_Construction
243043,Andhra Pradesh,Vishakhapatnam,Locality_374,Villa,2,2485,376.68,0.15,1991,Furnished,2,28,34,10,2,Low,No,Yes,"Garden, Playground, Clubhouse, Pool",East,Builder,Under_Construction
243044,Uttar Pradesh,Lucknow,Locality_282,Villa,1,3587,61.71,0.02,2005,Furnished,25,11,20,10,9,Low,Yes,No,"Gym, Pool, Garden, Clubhouse",East,Builder,Under_Construction
243045,Odisha,Bhubaneswar,Locality_241,Independent House,4,3482,304.61,0.09,1996,Semi-furnished,13,16,29,4,7,Medium,Yes,No,"Pool, Garden",South,Owner,Under_Construction
243046,Odisha,Cuttack,Locality_270,Independent House,5,1480,277.73,0.19,2007,Semi-furnished,7,11,18,2,9,Low,Yes,No,"Gym, Playground, Clubhouse, Pool",North,Owner,Ready_to_Move
243047,Odisha,Cuttack,Locality_412,Villa,4,1235,338.13,0.27,2006,Unfurnished,26,25,19,3,7,Low,Yes,Yes,"Garden, Clubhouse",East,Builder,Ready_to_Move
243048,Chhattisgarh,Bilaspur,Locality_432,Villa,4,3808,232.0,0.06,2005,Furnished,12,6,20,9,6,Low,Yes,No,Playground,South,Owner,Under_Construction
243049,Punjab,Amritsar,Locality_322,Apartment,5,647,316.3,0.49,2017,Furnished,5,27,8,1,8,High,No,Yes,"Gym, Pool, Clubhouse, Garden",South,Owner,Ready_to_Move
243050,Maharashtra,Mumbai,Locality_440,Villa,5,4158,446.7,0.11,2022,Semi-furnished,18,7,3,10,7,High,Yes,Yes,"Playground, Pool, Gym",East,Owner,Ready_to_Move
243051,Uttarakhand,Haridwar,Locality_58,Villa,5,927,25.97,0.03,2011,Semi-furnished,19,29,14,7,5,Low,No,No,"Pool, Garden, Clubhouse, Gym",North,Builder,Under_Construction
243052,Tamil Nadu,Chennai,Locality_12,Villa,5,702,64.19,0.09,1999,Unfurnished,6,23,26,7,1,Medium,No,Yes,"Gym, Playground, Garden",West,Owner,Ready_to_Move
243053,Kerala,Trivandrum,Locality_30,Villa,4,969,460.54,0.48,2014,Furnished,6,23,11,2,4,Low,Yes,Yes,Clubhouse,South,Broker,Under_Construction
243054,Assam,Guwahati,Locality_470,Apartment,2,4239,415.3,0.1,2013,Unfurnished,17,5,12,9,4,Medium,Yes,No,"Garden, Gym, Clubhouse, Pool, Playground",West,Builder,Ready_to_Move
243055,Karnataka,Bangalore,Locality_13,Independent House,4,3126,121.52,0.04,2001,Unfurnished,23,27,24,2,10,Medium,No,No,"Pool, Garden, Gym, Playground",West,Owner,Ready_to_Move
243056,Uttarakhand,Dehradun,Locality_418,Independent House,5,2651,11.74,0.0,1992,Unfurnished,16,25,33,8,5,Low,No,Yes,"Pool, Playground",West,Builder,Under_Construction
243057,West Bengal,Durgapur,Locality_116,Villa,1,4591,79.82,0.02,2023,Unfurnished,21,3,2,5,6,Medium,No,No,Clubhouse,North,Builder,Under_Construction
243058,Andhra Pradesh,Vijayawada,Locality_201,Apartment,5,4623,387.82,0.08,2004,Furnished,9,5,21,3,8,High,Yes,Yes,"Playground, Clubhouse, Gym, Garden, Pool",West,Broker,Under_Construction
243059,Odisha,Cuttack,Locality_495,Independent House,3,506,325.11,0.64,2017,Furnished,28,3,8,8,4,Low,Yes,No,"Clubhouse, Pool",West,Builder,Ready_to_Move
243060,Gujarat,Ahmedabad,Locality_172,Apartment,4,3582,237.81,0.07,2018,Semi-furnished,28,11,7,10,7,Medium,Yes,No,"Garden, Gym, Pool, Clubhouse",West,Owner,Ready_to_Move
243061,Jharkhand,Jamshedpur,Locality_201,Independent House,3,2115,317.15,0.15,2003,Furnished,16,1,22,2,7,Low,No,No,"Playground, Clubhouse",South,Builder,Under_Construction
243062,Chhattisgarh,Bilaspur,Locality_286,Independent House,5,1749,106.74,0.06,2016,Semi-furnished,24,16,9,9,1,Low,Yes,Yes,"Clubhouse, Playground",South,Owner,Ready_to_Move
243063,Madhya Pradesh,Bhopal,Locality_259,Apartment,4,4412,397.06,0.09,1998,Semi-furnished,21,6,27,5,9,Low,No,Yes,"Garden, Pool, Gym, Playground, Clubhouse",West,Builder,Under_Construction
243064,Punjab,Ludhiana,Locality_247,Independent House,4,1170,290.59,0.25,2018,Furnished,21,2,7,4,10,Medium,No,Yes,Playground,North,Builder,Under_Construction
243065,Karnataka,Mysore,Locality_295,Villa,5,4049,459.14,0.11,2001,Furnished,19,1,24,6,9,High,No,Yes,"Pool, Playground, Garden",East,Builder,Under_Construction
243066,Rajasthan,Jaipur,Locality_126,Villa,3,4293,85.77,0.02,2011,Unfurnished,3,11,14,1,10,Low,Yes,No,"Gym, Playground, Pool",West,Broker,Under_Construction
243067,Uttarakhand,Dehradun,Locality_474,Villa,3,1260,309.71,0.25,2014,Semi-furnished,15,6,11,8,6,High,Yes,Yes,Pool,West,Builder,Ready_to_Move
243068,West Bengal,Durgapur,Locality_228,Villa,3,4998,206.93,0.04,2017,Semi-furnished,23,29,8,5,3,Medium,No,Yes,"Gym, Garden, Clubhouse, Playground, Pool",North,Broker,Ready_to_Move
243069,Rajasthan,Jodhpur,Locality_76,Independent House,2,687,203.78,0.3,2003,Furnished,10,10,22,10,3,Low,No,No,"Playground, Clubhouse, Gym, Garden",East,Owner,Under_Construction
243070,Delhi,New Delhi,Locality_129,Independent House,2,1325,337.06,0.25,2003,Unfurnished,0,5,22,7,4,Low,No,Yes,"Gym, Pool",North,Builder,Under_Construction
243071,Jharkhand,Jamshedpur,Locality_268,Villa,1,4092,363.5,0.09,2005,Furnished,9,14,20,5,1,Medium,No,Yes,"Pool, Gym, Clubhouse, Playground",North,Broker,Under_Construction
243072,Andhra Pradesh,Vishakhapatnam,Locality_72,Apartment,5,4350,401.26,0.09,1993,Semi-furnished,7,9,32,1,10,High,No,Yes,Clubhouse,South,Broker,Under_Construction
243073,Gujarat,Ahmedabad,Locality_418,Apartment,4,1313,262.08,0.2,1997,Semi-furnished,8,27,28,9,5,Low,No,Yes,"Clubhouse, Playground, Pool, Garden, Gym",West,Owner,Ready_to_Move
243074,West Bengal,Kolkata,Locality_329,Independent House,4,4797,382.08,0.08,2007,Furnished,24,8,18,3,1,Low,No,No,"Pool, Clubhouse",North,Owner,Under_Construction
243075,Telangana,Warangal,Locality_246,Apartment,4,3771,352.64,0.09,2001,Furnished,10,10,24,8,9,Low,Yes,Yes,"Garden, Clubhouse",North,Owner,Under_Construction
243076,West Bengal,Kolkata,Locality_140,Villa,5,909,269.35,0.3,2019,Semi-furnished,6,27,6,5,2,Low,No,No,"Clubhouse, Gym, Playground, Pool, Garden",South,Owner,Under_Construction
243077,Punjab,Amritsar,Locality_19,Independent House,1,3104,167.14,0.05,1998,Furnished,6,13,27,6,1,Low,Yes,No,"Clubhouse, Pool, Gym, Playground, Garden",East,Builder,Ready_to_Move
243078,Haryana,Faridabad,Locality_485,Independent House,3,3117,346.18,0.11,2023,Furnished,0,4,2,2,4,High,No,Yes,"Clubhouse, Playground, Gym",South,Owner,Ready_to_Move
243079,Punjab,Amritsar,Locality_353,Independent House,3,661,81.67,0.12,1991,Semi-furnished,16,7,34,8,10,Medium,No,No,"Garden, Playground",West,Broker,Ready_to_Move
243080,Gujarat,Ahmedabad,Locality_255,Villa,1,2181,170.5,0.08,2001,Unfurnished,9,13,24,3,6,Low,No,Yes,"Garden, Playground, Gym, Pool",North,Broker,Ready_to_Move
243081,Telangana,Hyderabad,Locality_86,Villa,4,3181,366.34,0.12,2015,Unfurnished,13,10,10,9,6,Low,Yes,No,"Gym, Pool, Clubhouse",North,Owner,Under_Construction
243082,Madhya Pradesh,Bhopal,Locality_278,Independent House,2,4972,468.53,0.09,2000,Furnished,21,11,25,8,4,High,Yes,No,Garden,West,Owner,Under_Construction
243083,Tamil Nadu,Coimbatore,Locality_105,Villa,3,2898,85.32,0.03,2014,Furnished,1,24,11,6,5,Low,Yes,No,Pool,East,Owner,Ready_to_Move
243084,Telangana,Hyderabad,Locality_232,Villa,2,1753,438.75,0.25,2014,Unfurnished,19,25,11,4,7,Low,No,No,"Playground, Garden",North,Builder,Ready_to_Move
243085,Telangana,Hyderabad,Locality_300,Villa,1,1711,442.33,0.26,1999,Unfurnished,6,26,26,6,5,Medium,Yes,Yes,"Garden, Playground",North,Broker,Ready_to_Move
243086,Chhattisgarh,Bilaspur,Locality_258,Independent House,3,2434,283.61,0.12,2009,Semi-furnished,7,30,16,8,2,Medium,Yes,Yes,"Clubhouse, Garden",West,Broker,Under_Construction
243087,Assam,Silchar,Locality_168,Independent House,3,3037,206.21,0.07,2007,Unfurnished,28,27,18,5,9,Medium,Yes,No,"Pool, Playground",North,Broker,Under_Construction
243088,Tamil Nadu,Chennai,Locality_100,Apartment,4,2198,53.78,0.02,1997,Unfurnished,24,11,28,3,4,Low,Yes,Yes,"Clubhouse, Garden",South,Builder,Under_Construction
243089,Rajasthan,Jaipur,Locality_149,Independent House,4,2574,40.28,0.02,2015,Semi-furnished,28,29,10,1,2,High,Yes,Yes,Clubhouse,North,Broker,Ready_to_Move
243090,Maharashtra,Mumbai,Locality_153,Apartment,3,3881,461.11,0.12,2019,Semi-furnished,5,21,6,7,7,High,Yes,No,"Clubhouse, Playground",East,Broker,Under_Construction
243091,Jharkhand,Ranchi,Locality_472,Independent House,3,4118,401.21,0.1,2005,Unfurnished,8,28,20,4,6,Low,Yes,Yes,"Clubhouse, Garden, Playground, Pool, Gym",East,Broker,Under_Construction
243092,West Bengal,Durgapur,Locality_317,Independent House,5,2304,111.73,0.05,1991,Unfurnished,17,10,34,2,10,High,Yes,No,Clubhouse,South,Broker,Ready_to_Move
243093,Tamil Nadu,Chennai,Locality_472,Villa,4,1837,302.51,0.16,2016,Semi-furnished,3,24,9,4,4,Low,Yes,Yes,"Pool, Clubhouse",East,Builder,Under_Construction
243094,West Bengal,Durgapur,Locality_463,Independent House,5,766,477.34,0.62,2012,Unfurnished,14,27,13,6,6,Low,No,No,"Garden, Playground, Clubhouse, Pool, Gym",North,Broker,Ready_to_Move
243095,Telangana,Hyderabad,Locality_328,Apartment,1,1816,450.93,0.25,2011,Unfurnished,29,19,14,9,2,High,Yes,No,"Clubhouse, Gym, Pool, Garden, Playground",South,Owner,Under_Construction
243096,Chhattisgarh,Bilaspur,Locality_109,Independent House,2,1107,22.92,0.02,1991,Unfurnished,28,20,34,3,1,Low,Yes,No,"Playground, Pool, Clubhouse, Gym, Garden",South,Owner,Under_Construction
243097,Gujarat,Ahmedabad,Locality_436,Independent House,4,4460,280.36,0.06,2018,Furnished,26,5,7,6,10,Low,No,No,Garden,South,Builder,Under_Construction
243098,Jharkhand,Jamshedpur,Locality_54,Apartment,3,615,388.18,0.63,2023,Unfurnished,13,26,2,5,1,High,Yes,No,"Gym, Clubhouse, Pool",West,Builder,Ready_to_Move
243099,Uttar Pradesh,Lucknow,Locality_146,Independent House,2,4120,310.17,0.08,2019,Semi-furnished,3,16,6,3,8,Medium,No,Yes,"Garden, Gym, Clubhouse, Pool, Playground",North,Broker,Under_Construction
243100,Gujarat,Surat,Locality_304,Apartment,1,3812,255.67,0.07,2002,Furnished,3,16,23,8,7,Low,Yes,No,"Pool, Garden",West,Owner,Under_Construction
243101,Andhra Pradesh,Vijayawada,Locality_97,Villa,1,4662,291.21,0.06,2023,Semi-furnished,5,15,2,4,2,High,No,Yes,"Pool, Garden, Gym",North,Builder,Under_Construction
243102,Bihar,Gaya,Locality_39,Apartment,4,2732,52.13,0.02,1996,Semi-furnished,16,26,29,9,9,High,Yes,Yes,"Pool, Clubhouse",South,Builder,Ready_to_Move
243103,Jharkhand,Ranchi,Locality_256,Apartment,3,1965,496.9,0.25,2004,Furnished,1,8,21,1,4,Medium,No,Yes,"Pool, Garden",East,Builder,Ready_to_Move
243104,Gujarat,Ahmedabad,Locality_72,Independent House,4,1975,77.93,0.04,2012,Unfurnished,5,16,13,2,10,Medium,No,No,"Clubhouse, Playground, Pool, Gym, Garden",North,Owner,Ready_to_Move
